,geometry,toponyms,value_counts
848,POINT (48.40369 54.1546),['بلغار'],
849,POINT (48.54618 34.42798),['راكاه'],
851,POINT (-0.35371 42.16109),['وشقة'],
852,POINT (62.22016 33.85099),['كواشان'],
854,POINT (49.60131 31.28576),"['رام هرمز', 'رامهرمز']",
855,POINT (43.87468 34.29663),['الكرخ'],
856,POINT (43.73654 15.34103),['الاخروج'],
857,POINT (36.74694 27.03413),['بداء يعقوب'],
858,POINT (52.27735 34.57768),['سياه كوه'],
859,POINT (65.52932 31.49823),"['الرخاج', 'الرخوذ']",
860,POINT (41.48925 19.08509),['وادي يبة'],
861,POINT (59.24061 36.17813),"['بشتفروش', 'بستنفروش']",
862,POINT (44.52977 13.22221),['المعافر'],
864,POINT (31.49925 30.56736),['بسطة'],
867,POINT (55.99881 37.57458),['دينازاري'],
868,POINT (48.5053 36.66235),['زنجان'],
869,POINT (53.94661 28.14336),['جويم ابو احمد'],
870,POINT (59.24061 36.17813),"['بشتفروش', 'بستنفروش']",
871,POINT (56.97011 34.42374),"['بنة', 'بن']",
872,POINT (37.46327 27.73026),['المحدثة'],
873,POINT (51.9273 35.72749),['نامهند'],
874,POINT (7.73214 35.6162),['المسكيانة'],
875,POINT (45.98591 37.72041),"['داخرقان', 'خرقان']",
876,POINT (-0.98315 37.6005),['قرطاجنة'],
877,POINT (42.18317 34.23688),['الفحيمة'],
878,POINT (31.60503 19.72554),['بلد النوبة'],
879,POINT (68.12972000000001 42.63098),['وسيج'],
880,POINT (30.37989 31.24231),"['المليداس', 'المليدس']",
881,POINT (46.85168 34.23099),['الزبيدية'],
882,POINT (50.23675 31.4767),['جسر جهنم'],
883,POINT (61.89282 37.61978),['خرق'],
884,POINT (63.44735 35.74074),['ارسكن'],
885,POINT (41.1598 34.33397),['دازقي'],
886,POINT (53.43209 27.88081),['باراب'],
887,POINT (63.14407 31.38151),['رباط كرودين'],
888,POINT (47.74052 37.40341),"['الميانج', 'الميانج']",
889,POINT (53.03724 28.44621),"['قير', 'كير']",
890,POINT (42.41439 20.04558),['تبالة'],
892,POINT (57.58788 32.33053),['نابند'],
893,POINT (33.67254 28.67926),['فاران'],
894,POINT (45.35353 37.70285),['بحيرة ارمية'],
895,POINT (40.79626 25.04085),['العسيلة'],
896,POINT (51.67468 32.90827),['دانجي'],
897,POINT (10.27879 33.69175),['كتانة'],
899,POINT (30.91239 31.19144),['الافراحون'],
900,POINT (55.63466 39.09457),['دهستان'],
901,POINT (44.11256 39.47331),['ارمنية'],
902,POINT (64.93938 36.46025),['فارياب'],
903,POINT (67.48191 28.62665),['قندابيل'],
904,POINT (9.86192 35.7761),['جلولاء'],
905,POINT (37.99288 26.55412),['قرح'],
906,POINT (68.07129 39.4015),"['نهر الصغد', 'نهر بخارة']",
907,POINT (61.09517 41.2861),['هزاراسب'],
908,POINT (30.92804 30.72039),['البندارية'],
909,POINT (47.52071 33.20013),['مهرجانقذق'],
910,POINT (53.66217 32.40568),['عقدة'],
911,POINT (68.82906 40.22314),"['خاوص', 'حاوس']",
912,POINT (7.74061 36.88509),['بونة'],
913,POINT (54.40794 28.5161),['خسو'],
914,POINT (56.22657 25.59071),['دبا'],
915,POINT (64.38760000000001 39.98407),['زندنة'],
916,POINT (28.83711 28.28725),['بنهسى'],
917,POINT (45.439 15.55742),['مارب'],
918,POINT (44.24636 33.39714),['قطربل'],
920,POINT (35.65206 34.12764),['جبيل'],
922,POINT (0.05881 35.21592),"['فكان', 'افكان']",
924,POINT (43.03638 15.18964),"['سردد', 'سردد']",
925,POINT (40.96521 19.5605),['دوقة'],
926,POINT (-1.34462 37.95834),['تدمير'],
927,POINT (58.21787 37.85763),['نساء'],
928,POINT (48.14577 32.46817),"['كرجة', 'كرخة']",
929,POINT (68.72725 37.70584),['وخش'],
930,POINT (50.56693 26.11827),['اوال'],
931,POINT (60.44076 36.85569),"['ميهنة', 'مهنة']",
932,POINT (51.64606 30.15444),['قلعة الجص'],
933,POINT (10.50881 33.55129),['الفوارة'],
934,POINT (60.29878 35.4167),['مالايكرد'],
935,POINT (31.23342 31.28817),['البشرود'],
936,POINT (50.4613 29.96408),['صاحك'],
937,POINT (62.76028 31.49499),"['خواش', 'خواش', 'اخواش']",
938,POINT (34.55455 31.66572),['عسقلان'],
939,POINT (54.67346 29.16368),['كدروا'],
940,POINT (53.70323 28.05935),['كاريان'],
941,POINT (44.65666 33.76006),"['بعقوبا', 'باقوبة']",
942,POINT (67.56764 28.71365),['البدهة'],
943,POINT (31.10905 30.12144),['وسيم'],
944,POINT (45.11759 34.17989),['جلولا'],
945,POINT (30.47836 31.11959),['مصيل'],
946,POINT (36.83533 36.13792),['الاثارب'],
947,POINT (40.58146 37.16749),['دنيسير'],
949,POINT (30.29934 31.08146),['برسيق'],
950,POINT (5.60554 34.67928),['بنطيوس'],
951,POINT (14.21096 37.185),['بثيرة'],
952,POINT (53.0309 30.13418),['قرية ابن بندار'],
953,POINT (43.97249 16.11174),['اثافت'],
954,POINT (39.13855 36.61998),"['تل محرى', 'تل بحرى']",
955,POINT (48.90536 34.21059),['جوراب'],
957,POINT (39.57789 21.41489),['قرين'],
958,POINT (49.54137 25.34929),['الاحساء'],
959,POINT (31.29831 29.86015),['حلوان'],
961,POINT (56.75347 27.96611),['مرزقان'],
962,POINT (30.13142 31.14286),"['الكريون', 'كريون']",
963,POINT (62.82511 40.18541),['رباط طغان'],
964,POINT (52.62743 31.1799),['ارجمان'],
965,POINT (20.20218 30.46697),['اجدابية'],
966,POINT (48.72446 27.68528),['عرفجة'],
967,POINT (42.39306 17.18513),['عطار'],
969,POINT (45.33616 15.40854),['سباء'],
970,POINT (49.87086 31.85548),['ايذج'],
971,POINT (55.206 37.19091),"['شهرستان', 'جرجان']",
972,POINT (69.16963 34.52442),['كابل'],
973,POINT (51.21928 24.95829),['قطر'],
974,POINT (66.31581 37.37958),['كالف'],
975,POINT (38.91048 37.41051),['جلاب'],
976,POINT (64.25722 39.90472),['امزه'],
977,POINT (30.69125 28.27313),['طحا'],
979,POINT (45.1678 41.56808),['قلعة ابن كندمان'],
980,POINT (35.73678 34.35634),['انفة'],
981,POINT (42.99135 24.09211),['جديلة'],
982,POINT (68.85921999999999 26.44591),['قالري'],
983,POINT (54.80181 36.2852),['الحدادة'],
984,POINT (39.48379 19.02737),['بحر القلزم'],
985,POINT (71.10821 40.41184),"['نساء', 'نسيا']",
986,POINT (54.04327 37.02772),['ابسكون'],
987,POINT (72.31013 37.03915),['وخان'],
988,POINT (-8.07804 29.19903),['وادي درعة'],
989,POINT (70.89318 40.78105),"['ترمغان', 'طرمقان']",
990,POINT (43.01443 15.67118),['وادي مور'],
991,POINT (41.21428 34.45727),['نهر الفرات'],
992,POINT (-4.06918 38.81784),['كركوية'],
993,POINT (28.92294 25.44771),['قلمون'],
994,POINT (39.03019 25.04884),"['السويداء', 'السويدية']",
995,POINT (65.33622 31.46253),['كهك'],
996,POINT (31.22403 30.82041),['دمسيس'],
997,POINT (55.38357 37.06455),['نهر خرماروذ'],
998,POINT (39.75447 38.19784),['تل حوم'],
999,POINT (47.33087 40.10841),['الاندراب'],
1000,POINT (46.86539 33.52303),"['السيروان', 'الشيراوان']",
1001,POINT (-4.82541 39.97062),['طلابرة'],
1004,POINT (35.28606 33.45495),['صرفندة'],
1006,POINT (42.56843 15.36876),['جزيرة كمران'],
1007,POINT (47.33731 31.46283),['عبداس'],
1008,POINT (40.98726 22.03204),['الوجرة'],
1009,POINT (52.60329 36.34732),['طبرستان'],
1011,POINT (40.21323 37.9151),['امد'],
1012,POINT (-5.94131 38.93229),['مدلين'],
1013,POINT (32.55275 15.48074),['سوبة'],
1014,POINT (44.35293 33.31703),['الكرخ'],
1015,POINT (68.43871 40.57316),['وينكرد'],
1016,POINT (52.21623 35.8734),"['اسك', 'اشك']",
1017,POINT (46.98439 35.31623),['سيسر'],
1019,POINT (36.20321 35.20588),['جبل بهرة'],
1020,POINT (-6.99606 38.835),"['بطليوس', 'بطليوث']",
1021,POINT (29.71572 30.93264),"['بومينة', 'بومينى']",
1022,POINT (35.49123 33.12189),['قدس'],
1024,POINT (55.24354 28.71262),"['خشناباذ', 'حسناباذ']",
1025,POINT (45.26094 42.27111),['سغدبيل'],
1026,POINT (56.92513 30.67077),"['جنزروذ', 'جاترود']",
1027,POINT (58.45439 36.91219),"['خوجان', 'خوشان', 'خبوشان']",
1028,POINT (57.06721 29.61836),['كوغون'],
1029,POINT (42.38707 34.10682),['الحديثة'],
1030,POINT (59.84669 35.04974),['جايمند'],
1031,POINT (24.83486 31.67644),['مرج الشيخ'],
1032,POINT (-2.89875 34.41816),['صاع'],
1033,POINT (57.46843 27.22823),['جكين'],
1034,POINT (39.35343 24.19669),['سيالة'],
1036,POINT (50.42711 34.97799),['ساوة'],
1037,POINT (61.33378 26.22927),['به'],
1038,POINT (45.4265 32.59694),"['النعمانية', 'تل نعمان']",
1039,POINT (53.16886 29.88067),"['كلوذار', 'قلوذر', 'قرية الحمام']",
1040,POINT (69.36909 35.68835),['اندراب'],
1041,POINT (31.18485 27.17922),['اسيوط'],
1042,POINT (28.30167 30.84844),['الطحونة'],
1043,POINT (61.76738 41.23222),['رباط سنده'],
1044,POINT (41.94575 27.05571),['وادي طي'],
1045,POINT (36.24428 22.48899),['عيذب'],
1047,POINT (1.90701 35.9541),['مطماطة'],
1048,POINT (71.76105 40.50359),['مرغينن'],
1049,POINT (37.83126 27.15186),['الاقراع'],
1050,POINT (43.5639 29.40521),['زبالة'],
1051,POINT (30.99122 29.24901),['اللاهون'],
1052,POINT (52.0667 35.81911),"['بلور', 'بلور']",
1053,POINT (35.73272 31.2579),"['ماب', 'مؤاب']",
1054,POINT (44.34902 32.70401),['قصر ابن هبيرة'],
1055,POINT (52.40859 35.26209),['الخوار'],
1056,POINT (56.95205 36.27876),['مزينان'],
1057,POINT (62.39332 31.2857),['حروري'],
1058,POINT (27.30318 31.04479),['جب العوسج'],
1059,POINT (1.35022 36.34557),['تجنة'],
1060,POINT (56.83212 36.32897),['بهمناباذ'],
1061,POINT (57.77635 30.76476),['دركوجوي'],
1062,POINT (40.74111 34.71355),['الدالية'],
1063,POINT (31.16142 29.21524),"['دلاص', 'دلاص']",
1064,POINT (42.853 31.4989),['النحيت'],
1065,POINT (43.87398 36.3752),"['زاب الكبير', 'زاب الاعلى']",
1066,POINT (46.61972 13.56967),['احور'],
1067,POINT (41.13557 35.33548),['المنخرق'],
1068,POINT (43.54039 17.60657),['المهجرة'],
1069,POINT (51.65 35.3031),"['دزا', 'دزه', 'ورمين']",
1070,POINT (30.92633 30.76345),['فيشة ابن سليم'],
1071,POINT (-8.423080000000001 37.22519),"['مدينة شلب', 'شلب']",
1072,POINT (32.54404 29.97325),['سويس'],
1073,POINT (-6.99606 38.835),"['بطليوس', 'بطليوث']",
1075,POINT (57.43239 34.84612),['رباط زنجي'],
1077,POINT (35.99173 27.00533),['العونيد'],
1078,POINT (44.34773 32.39084),['حمام ابن عمر'],
1079,POINT (43.34872 38.57711),['وان'],
1080,POINT (61.27533 41.43986),['بغرقان'],
1081,POINT (32.64544 26.15778),['دندرة'],
1082,POINT (49.86422 40.379),['باكوه'],
1083,POINT (51.54135 39.08291),['بحر الخزر'],
1084,POINT (30.92519 31.08645),['صخا'],
1085,POINT (57.6484 36.08485),['بيهق'],
1086,POINT (46.77226 32.19607),['السكر'],
1087,POINT (52.44 30.7491),['الرون'],
1088,POINT (62.44974 36.5754),['القرينين'],
1089,POINT (67.32393999999999 37.27697),['الترميذ'],
1090,POINT (43.80678 16.03244),['وادعة'],
1091,POINT (-1.65814 34.73932),['مدينة علويين'],
1092,POINT (32.87404 23.01969),['علقي'],
1093,POINT (42.53617 17.37689),['بيش'],
1094,POINT (60.57003 35.33837),['جام'],
1095,POINT (35.68544 31.06466),['مؤتة'],
1096,POINT (35.46845 31.03706),"['صغر', 'زغر']",
1097,POINT (41.75129 25.9691),['الحاجر'],
1098,POINT (57.49859 29.61311),"['رائن', 'راين']",
1099,POINT (33.23727 30.75519),['الجفار'],
1100,POINT (66.57332 29.0222),['كيزكانان'],
1102,POINT (43.83575 13.3854),['ركب'],
1103,POINT (-5.30163 34.49584),['وادي ورغة'],
1104,POINT (56.78965 33.67155),['اتشكهان'],
1106,POINT (30.88762 28.96006),['سمسطا'],
1107,POINT (51.81266 31.19326),['جعفراباذ'],
1108,POINT (42.35312 17.52221),['ضنكان'],
1109,POINT (20.84475 32.37576),['برقة'],
1110,POINT (65.56778 37.69255),['قرية الخوارزميين'],
1112,POINT (57.50413 32.1335),"['بئر بر', 'جاه بر']",
1113,POINT (12.48146 32.78822),['صبرة'],
1114,POINT (65.00452 32.71541),['بغنين'],
1115,POINT (31.26672 30.65235),['صهرجات'],
1117,POINT (43.29934 20.06543),['هجيرة'],
1118,POINT (73.13025 31.8074),['نهر جندرور'],
1119,POINT (66.87902 39.94544),['اشتيخان'],
1120,POINT (43.81303 30.87576),['قرعاء'],
1121,POINT (71.40071 30.17568),['المولتان'],
1122,POINT (36.56409 34.44699),['جوسية'],
1123,POINT (35.47226 30.33334),['وادي موسى'],
1124,POINT (42.49401 36.36312),['تل اعفر'],
1126,POINT (52.69768 29.21962),['كوار'],
1127,POINT (47.23624 40.45334),['برذعة'],
1128,POINT (70.92564 36.80704),['جرم'],
1129,POINT (44.76857 14.4846),['ثات ورداع'],
1130,POINT (-4.42886 37.08687),['ارجدونة'],
1131,POINT (65.78352 36.65136),"['شبورقان', 'اشبورقان']",
1132,POINT (55.16805 28.31921),['فرج'],
1133,POINT (40.3276 37.40829),"['قصر ابن نازع', 'قصر بنو نازع']",
1134,POINT (65.87895 35.88517),['الجرزوان'],
1135,POINT (30.73593 30.6947),['الرافقة'],
1136,POINT (54.85047 29.41342),['زرودووة'],
1137,POINT (-5.91433 36.4664),"['شذونة', 'شدونة']",
1139,POINT (51.91938 31.44454),['ماس'],
1140,POINT (69.39376 41.4306),['خاتونكث'],
1141,POINT (54.76443 37.58399),['رباط الامير'],
1142,POINT (44.41651 14.21583),['يحصب'],
1143,POINT (64.46489 39.85224),['بخارة'],
1144,POINT (40.22779 38.77905),['نهر ارسناس'],
1145,POINT (35.51241 32.77755),['طبرية'],
1146,POINT (13.02806 37.67797),['بلجة'],
1147,POINT (46.88787 27.45084),['القرعة'],
1148,POINT (44.8432 14.02916),['نسفان'],
1149,POINT (53.06569 29.97467),['فاروق'],
1150,POINT (72.08262999999999 40.24237),['زندرامش'],
1151,POINT (48.53345 31.39058),['مناذر'],
1152,POINT (68.12506 37.2898),"['قباذيان', 'قواذيان']",
1153,POINT (68.83441999999999 39.74616),"['بومجكث', 'بنجكث', 'بمجكث']",
1154,POINT (72.95093 19.52404),['سوبارة'],
1155,POINT (36.50981 33.60226),['مرج راهط'],
1156,POINT (56.7309 34.30394),['درزينك'],
1157,POINT (74.79378 42.84796),['جول'],
1158,POINT (40.00579 24.85968),['بطن النخل'],
1159,POINT (-1.16486 35.45814),"['اسلان', 'واسلان']",
1161,POINT (44.69438 15.28324),['الخولان'],
1162,POINT (59.09428 33.64706),['قايين'],
1163,POINT (52.23414 36.56405),['الهم'],
1164,POINT (35.07559 32.92878),['عكة'],
1166,POINT (52.40859 36.42256),['امل'],
1167,POINT (48.42219 32.38975),"['الدز', 'دزفول']",
1168,POINT (13.9501 37.93291),['قلعة الصراط'],
1169,POINT (56.69972 36.86045),"['جوين', 'كويان']",
1170,POINT (47.02219 38.5498),"['ميمذ', 'ميمذ']",
1171,POINT (51.54129 29.66188),['دريز'],
1173,POINT (43.88134 34.20964),['سامراء'],
1175,POINT (14.91436 37.57624),"['بطرنوة', 'بطرنو']",
1176,POINT (41.62102 36.2374),"['الجبال', 'عين الجبال']",
1177,POINT (1.09406 36.11161),['الغزة'],
1178,POINT (33.43051 19.40078),['السنطة'],
1180,POINT (28.20107 26.96368),['فرفارون'],
1182,POINT (37.52545 37.73001),['الحدث'],
1183,POINT (69.41991 41.22621),['بنكث'],
1184,POINT (51.96103 31.80584),['روزكان'],
1185,POINT (-5.98544 34.45352),['وادي سبو'],
1186,POINT (43.25806 14.35515),['رماع'],
1187,POINT (51.7108 36.36237),['الرويان'],
1188,POINT (55.59756 29.66254),['بيمند'],
1189,POINT (42.7829 19.20706),"['بنات جرم', 'بنات حرم', 'بنات حرب']",
1190,POINT (65.8104 38.86245),['نسف'],
1191,POINT (38.54365 37.54334),['سميساط'],
1192,POINT (42.61179 33.82317),['الناوسة'],
1193,POINT (48.26047 32.20166),['سوس'],
1194,POINT (36.05096 36.33966),['جبل اللكام'],
1195,POINT (40.18305 31.84948),"['الجبة', 'المحنة']",
1196,POINT (35.8804 32.27309),['جرش'],
1197,POINT (36.75337 34.9335),['رستان'],
1198,POINT (62.23227 31.51377),['قرنين'],
1199,POINT (35.57727 32.80982),['بحيرة طبرية'],
1200,POINT (30.84685 27.90125),['انصنا'],
1201,POINT (40.58767 35.24207),['سكير العباس'],
1202,POINT (65.09941000000001 34.38521),['جبل الغور'],
1203,POINT (56.45362 36.32897),['اسداباذ'],
1204,POINT (36.55945 32.69627),['سويداء'],
1206,POINT (34.25897 31.3087),['رفح'],
1207,POINT (56.18509 33.40323),['المهلبي'],
1209,POINT (56.59714 30.82737),['زرند'],
1210,POINT (7.12454 35.50598),['باغاي'],
1212,POINT (33.95454 28.35876),['طور سيناء'],
1213,POINT (51.44858 30.01617),['خميجان'],
1214,POINT (-9.14514 38.76878),['لشبونة'],
1215,POINT (52.29587 29.87379),['جويم'],
1217,POINT (48.842 31.88178),['نهر تستر'],
1218,POINT (58.64795 28.98436),['نرماسير'],
1219,POINT (48.53919 32.29866),['جنديسابور'],
1220,POINT (41.91628 37.78735),['طنزة'],
1221,POINT (31.8311 31.0155),['ابليل'],
1222,POINT (61.32517 36.8048),['اشترمغاك'],
1223,POINT (51.9773 29.22327),['خرة'],
1224,POINT (5.72622 34.84755),['بسكرة'],
1225,POINT (43.57361 35.07982),['بارما'],
1226,POINT (52.63784 30.18595),"['مئين', 'معين']",
1227,POINT (42.97781 27.44255),['الاجفر'],
1229,POINT (41.00798 38.14322),['ميافارقين'],
1230,POINT (48.65585 34.25819),['رامن'],
1231,POINT (47.65232 34.46868),['قنطرة النعمان'],
1232,POINT (35.60287 31.80167),"['بيت الرام', 'بيت رامة', 'بيت الراس']",
1233,POINT (47.47945 31.41304),['ميسان'],
1234,POINT (20.84475 32.37576),['برقة'],
1235,POINT (64.11915999999999 26.92662),"['بنجبور', 'فنجبور', 'بنزبور', 'قنزبور']",
1236,POINT (66.37622 31.02943),['رباط كنكي'],
1237,POINT (65.94750999999999 36.20578),['الانبار'],
1238,POINT (15.27552 37.86261),['طبرمين'],
1239,POINT (5.35573 35.32395),['طبنة'],
1240,POINT (30.70804 31.48776),"['نستراوة', 'نستراو']",
1241,POINT (54.39753 28.80847),['المريزجان'],
1243,POINT (51.11281 29.92934),['بزرنج'],
1244,POINT (36.18816 33.88074),['عقبة الرمان'],
1245,POINT (52.7166 32.43743),['رويدشت'],
1246,POINT (39.09656 36.11754),['نهر البليخ'],
1247,POINT (47.21404 26.78388),['الصمان'],
1248,POINT (66.29528999999999 28.4859),['سورة'],
1249,POINT (24.49433 31.87271),['حي عبد الله'],
1250,POINT (32.55684 30.02822),['القلزم'],
1251,POINT (56.21348 27.19067),['سورو'],
1252,POINT (47.40829 33.14964),['الصيمرة'],
1256,POINT (67.24396 38.21375),['باسند'],
1257,POINT (43.71898 15.06484),['حراز'],
1258,POINT (50.21937 15.14685),['مهرة'],
1262,POINT (40.75512 23.02816),['الافيعية'],
1263,POINT (59.36352 35.53664),['الملاحة'],
1264,POINT (56.16823 29.12939),"['باختة', 'ناجت']",
1265,POINT (30.52845 30.89835),['البدقون'],
1266,POINT (10.99773 37.03058),['جزيرة ابو شريك'],
1267,POINT (60.20763 32.81573),"['طبس مسينان', 'طبس العناب']",
1268,POINT (61.23634 31.47449),"['بحيرة زره', 'بحيرة الصنط']",
1269,POINT (44.82832 38.22277),['سلماس'],
1270,POINT (46.4404 34.16749),['الطزر'],
1272,POINT (68.76220000000001 39.99901),['صاباط'],
1273,POINT (40.42704 36.98749),['كفرتوثا'],
1274,POINT (15.52846 38.17331),['مسينة'],
1275,POINT (38.22057 36.67173),['جسر منبج'],
1276,POINT (56.01438 29.76249),['الشامات'],
1277,POINT (-2.96861 35.29761),['امليل'],
1278,POINT (31.79581 30.71061),['فاقوس'],
1279,POINT (51.1775 30.39947),['بلا سابور'],
1280,POINT (28.8519 30.80549),"['حنية الروم', 'قصور الروم']",
1281,POINT (64.60334 35.33988),['كندرم'],
1282,POINT (-8.03553 39.5299),['وادي تاجو'],
1283,POINT (36.24739 26.71435),['النبك'],
1284,POINT (49.75261 34.25592),['فراهان'],
1285,POINT (59.71005 42.21861),['زمخشر'],
1287,POINT (34.80739 32.19588),['ارسوف'],
1288,POINT (-3.9424 39.97062),['مغان'],
1289,POINT (30.73756 18.04347),"['دنقلة', 'دنقلة', 'دمقلة']",
1290,POINT (37.38213 34.45245),['نهيا'],
1291,POINT (53.12982 30.73791),['كرة'],
1293,POINT (31.54194 31.04233),['تنا'],
1294,POINT (52.36569 28.41977),['كيرند'],
1295,POINT (45.31987 32.74104),['جرجرايا'],
1296,POINT (43.06403 16.05227),['وادي حيران'],
1297,POINT (43.88401 34.93688),['جبل بارما'],
1298,POINT (35.15237 32.27085),['سبسطية'],
1299,POINT (40.94689 37.18527),['دارا'],
1300,POINT (45.89739 13.81354),['دثينة'],
1302,POINT (46.2141 36.5057),['برزة'],
1303,POINT (41.5567 34.39307),['النهية'],
1304,POINT (59.66585 36.08),"['خكسار', 'خاكساران', 'الرمادة']",
1305,POINT (41.24817 37.1308),['نهر الهرماس'],
1306,POINT (43.68913 15.81462),"['قدم', 'قدم']",
1307,POINT (51.81177 33.32165),['طرق'],
1308,POINT (-3.67995 34.42515),['وادي مسون'],
1309,POINT (55.43921 33.57348),['حوض الحاجب'],
1310,POINT (8.42231 36.8546),['مرسى الخرز'],
1311,POINT (-5.84677 31.13962),['النحاسين'],
1313,POINT (31.30514 31.00708),['اويش'],
1314,POINT (69.11286 40.9956),['جينانجكث'],
1315,POINT (56.46959 28.02089),['جيروقان'],
1316,POINT (40.8946 48.61696),"['البجاناك', 'البجاناكية']",
1317,POINT (47.51198 42.90467),['سمندر'],
1318,POINT (79.59619000000001 26.46686),['اورهة'],
1319,POINT (60.61524 35.17917),"['البوزجان', 'بوزكان']",
1320,POINT (71.64288000000001 41.24406),['كاسان'],
1321,POINT (2.84276 36.59413),['متيجة'],
1322,POINT (37.85153 33.72767),['سوى'],
1323,POINT (75.78308 23.20809),['وجين'],
1324,POINT (42.29198 26.71435),['توز'],
1326,POINT (46.42082 43.28166),['بلنجر'],
1327,POINT (30.66535 30.75281),['خربتا'],
1328,POINT (40.42465 38.18191),"['وادي الرمس', 'الرس', 'وادي صلب']",
1329,POINT (50.14499 30.7244),"['سنبيل', 'سوق سنبيل']",
1330,POINT (48.53919 32.29866),['جنديسابور'],
1331,POINT (30.65681 31.46786),['اخنا'],
1332,POINT (52.86652 36.16111),"['شهمار', 'سهمار']",
1333,POINT (69.82576 42.02949),"['جركرد', 'غركرد']",
1334,POINT (31.51348 30.38241),['غيفا'],
1335,POINT (53.38985 26.11223),['بحر فارس'],
1336,POINT (43.27579 28.74899),"['بطان', 'قبر العدادي']",
1337,POINT (47.56971 40.23581),"['برداج', 'برديج', 'برزنج']",
1338,POINT (39.73935 21.64499),['بطن مر'],
1341,POINT (18.19751 30.54115),['قصر العطش'],
1342,POINT (9.8217 37.2407),['بنزرت'],
1343,POINT (35.67787 33.2515),['بانياس'],
1344,POINT (52.58324 28.84797),"['جور', 'بيروزاباذ']",
1345,POINT (45.93688 33.09968),['بادرايا'],
1347,POINT (-5.97486 35.58306),['ازيلة'],
1348,POINT (32.55162 25.32189),['اسنا'],
1350,POINT (60.68254 41.38937),"['كردرانخاس', 'كردرانخواش']",
1352,POINT (40.45161 34.81073),"['القمرطي', 'القمرطي']",
1353,POINT (26.77604 31.19426),['سكة الحمام'],
1354,POINT (13.5929 37.30538),['جرجنت'],
1356,POINT (-9.373530000000001 38.80838),['شنترة'],
1357,POINT (7.90257 33.87018),['نفطة'],
1358,POINT (13.91402 37.83361),['قلعة ابو ثور'],
1359,POINT (36.59718 33.9126),"['جبل قلمون', 'قلمون']",
1360,POINT (32.98745 24.46534),"['انبوا', 'انبو']",
1361,POINT (58.03255 29.70224),['نشك'],
1362,POINT (58.11018 22.61105),['ملح'],
1363,POINT (43.19302 18.1711),['الثجة'],
1364,POINT (62.12974 33.24402),['الاسفزار'],
1365,POINT (38.35433 26.15916),"['سقياء يزيد', 'السقياء']",
1366,POINT (62.17057 31.14385),"['سروزن', 'شروزن']",
1367,POINT (42.19943 37.28521),['جزيرة ابن عمر'],
1369,POINT (-4.70461 35.19603),['بلد غمار'],
1370,POINT (34.88134 32.17778),['كفرسابا'],
1371,POINT (40.73502 35.50335),['نهر الخابور'],
1372,POINT (40.75934 35.74173),"['ميكسين', 'ميكسين', 'ماكسين']",
1373,POINT (-1.62697 42.04634),['تطيلة'],
1374,POINT (52.1233 32.69688),['سكش'],
1375,POINT (32.61253 25.72063),['الاقصور'],
1376,POINT (38.00577 36.81562),['جربلص'],
1377,POINT (39.2247 38.75874),['حصن زياد'],
1378,POINT (43.51706 16.00544),['حجور'],
1380,POINT (36.44363 33.50849),['الغوطة'],
1382,POINT (37.32662 32.21167),['البقيعة'],
1383,POINT (43.72814 34.62614),"['جبلتا', 'جبلتا']",
1384,POINT (59.31292 42.28887),['جرجانية الصغرى'],
1385,POINT (71.83078999999999 41.48396),['كروان'],
1386,POINT (3.58797 36.73169),['مرسى الدجاج'],
1387,POINT (58.88326 28.97908),['الفهرج'],
1389,POINT (68.89105000000001 42.36818),['سبانيكث'],
1390,POINT (32.87999 25.01203),['اتفو'],
1391,POINT (64.78279000000001 40.01136),['الطواويس'],
1392,POINT (52.87257 29.7751),['راس السكر'],
1393,POINT (69.45847999999999 39.51566),['مسحا'],
1394,POINT (15.29356 37.0911),['سرقوسة'],
1395,POINT (43.95032 16.56721),['الاعمشية'],
1396,POINT (72.45652 40.81221),['اندكان'],
1397,POINT (62.52055 39.80992),['الطاهرية'],
1398,POINT (50.84951 30.29389),"['جنبذ ملغان', 'جنبذ ملجان']",
1399,POINT (37.68027 37.43156),['رعبان'],
1400,POINT (35.34272 36.96023),['اذنة'],
1401,POINT (52.94703 28.28084),['ابزر'],
1403,POINT (39.87767 29.75959),['دومة الجندل'],
1404,POINT (30.50461 24.59152),['بيريس'],
1405,POINT (44.26367 33.81321),"['ايوانة', 'اوانة', 'اوانة']",
1406,POINT (56.87568 31.24891),"['زاور', 'روار']",
1407,POINT (42.51044 38.76551),"['اخلاط', 'خلاط']",
1408,POINT (69.44705 37.48738),"['فارغر', 'فرغر']",
1409,POINT (68.74862 34.0827),['سكاوند'],
1410,POINT (41.4016 25.00091),"['مغيثة الماوان', 'المغيثة']",
1411,POINT (51.18532 32.13467),['اسبيذ دشت'],
1412,POINT (50.10497 42.55994),['بحر الخزر'],
1413,POINT (57.76105 29.86457),['كوك'],
1414,POINT (-5.95157 35.07007),['تشمس'],
1415,POINT (43.80541 34.46814),['الدور'],
1416,POINT (59.28094 31.25781),['قرية سلم'],
1417,POINT (36.69667 36.01376),['معرة قنسرين'],
1418,POINT (63.94609 27.46467),"['مشكى', 'مشكي']",
1419,POINT (66.01739999999999 39.93282),['دبوسية'],
1420,POINT (31.16426 30.9689),['صندفا'],
1421,POINT (-3.90859 35.22154),"['هجر النصر', 'قلعة النسور', 'ناكور', 'نكور']",
