,text_nt
6432,"['ٱِبْنَة', 'مَقْدِسِيّ', 'الصالحيه', 'أُخْت', 'وَلَد', 'أَسْمَع', 'كَثِير', 'أَجاز', 'آخَر', 'حَدَث', 'كَثِير', 'أَكْثَر', 'شَيْخ', 'ذَكَر', 'مُعْجَم', 'أَب', 'مُحْتَسِب', 'الصالحيه', 'عَمّ', 'حافِظ', 'شَيْخَة', 'مات', 'شَعْبان', 'صالِح', 'حَصْر', 'مَرّ', 'رَحِيل', 'تَبِع', 'عَقْد', 'ٱِبْنَة', 'مُؤْنِس']"
6433,"['ٱِبْنَة', 'جَمال', 'مات', 'رَبِيع', 'سَعَى']"
6434,"['ٱِبْنَة', 'كَمال', 'أَبِي', 'مَكِّيّ', 'زَوْج', 'ٱِبْن', 'عَمّ', 'أَخ', 'ٱِبْن', 'عَمّ', 'مُهِمّ', 'سَعَى', 'مات', 'عَصْر', 'سَلْخ', 'حُجَّة', 'سَعَى', 'صَلَّى', 'دَفَن', 'مُسْتَهَلّ', 'سَعَى', 'عَفا', 'دَفَن', 'قُبَّة', 'أَب', 'شَهِيد', 'أَثْر', 'نِفاس']"
6435,"['ٱِبْنَة', 'شَمْس', 'زَوْج', 'قَرِيب', 'أَب', 'مات', 'سَعَى', 'جَنَّة']"
6436,"['ٱِبْنَة', 'كَتَب', 'أَب', 'مات', 'ٱِبْنَة', 'مُحِبّ', 'ٱِبْنَة', 'خَطِيب', 'مَضَى', 'ٱِبْنَة']"
6437,"['ٱِبْنَة', 'شَمْس', 'ماضِي', 'سَمِع']"
6438,"['ٱِبْنَة', 'بَدْر', 'وَلَد', 'ٱِثْنَتانِ', 'ثَمانِمائَة', 'تَعَلَّم', 'كِتابَة', 'قِراءَة', 'تَيَسَّر', 'تَزَوَّج', 'سَبِط', 'عِزّ', 'حَنْبَلِيّ', 'أَخ', 'أَب', 'أُمَّة', 'حَصَل', 'التئام', 'فارِق', 'بَذْل', 'إِبْراء', 'ثِنْي', 'تَزَوَّج', 'مُدَّة', 'وَلَد']"
6439,"['ٱِبْنَة', 'سَبِط', 'وَلَد', 'آخِر', 'سَعَى', 'أَجاز', 'عِراقِيّ', 'آخَر', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'مات', 'حامِل']"
6440,"['ٱِبْنَة', 'أَصْل', 'قاهِرِيّ', 'سَبِط', 'شَمْس', 'عَدْوَى', 'خالَة', 'ماضِي', 'أُخْت', 'رِضاع', 'وَلَد', 'آخَر', 'ثَمانِمائَة', 'مَأْتَى', 'أَب', 'صَغِير', 'فَلّ', 'جَدّ', 'مُشار', 'سافَر', 'بَحْر', 'جاوَر', 'زَوْج', 'فارِق', 'زَوْج', 'مَوْت', 'تَعَدُّد', 'زَوْج', 'واستولدها', 'ٱِبْنَة', 'حَصَل', 'طائِل', 'سافَر', 'ثِنْي', 'سَعَى', 'بَحْر', 'صُحْبَة', 'حَفِيد', 'زَوْج', 'ٱِبْنَة', 'مَذْكُور', 'حُجَّة', 'رُكْبَة', 'مَوْسِمِيّ', 'دَخَل', 'مُحَرَّم', 'وَلِي', 'بَرّ', 'والِد', 'مُنْقَطِع', 'صِغَر', 'مات', 'والِد', 'ٱِبْنَة', 'ٱِلْتَقَى', 'أَتَى', 'يَمَن', 'جِدّ', 'بَك', 'قَرِيب']"
6441,"['ٱِبْنَة', 'بَدْر', 'أَجاز', 'عَضّ', 'الاستدعاات', 'كَتَب', 'شَيْء', 'أَمْر', 'ذَكَر', 'ظَفَر', 'ٱِسْتِدْعاء', 'أَجاز', 'جَماعَة', 'مات', 'ٱِبْنَة', 'أَتَى', 'ٱِبْنَة', 'ٱِبْنَة', 'شَيْخ', 'مُبارَك', 'أَتَى']"
6442,"['ٱِبْنَة', 'فَخْر', 'تَزَوَّج', 'وَجِيه', 'حَياة', 'أَب', 'حَسْم', 'حَرَّر', 'واستولدها', 'ٱِبْن', 'طَلَق', 'تَزَوَّج', 'ٱِبْنَة', 'أُخْت', 'والِد', 'إِخْوَة', 'مات', 'ٱِسْتَمَرّ', 'مات', 'شُوال', 'سَعَى', 'زاحَم', 'ظَنّ', 'زاد', 'تَزَوَّج', 'حَياة', 'أَب']"
6443,"['ٱِبْنَة', 'أَصْغَر', 'ٱِبْنَة', 'وَلَد', 'شَعْبان', 'ثَمانِمائَة', 'سَمِع', 'أَجاز', 'حَلَبِيّ', 'صاحِب', 'آخَر']"
6444,"['ٱِبْنَة', 'كَمالِيّ', 'أُخْت', 'ناظِر', 'خاصّ', 'ماضِي', 'مَحَلّ', 'ٱِبْنَة', 'تَزَوَّج', 'ٱِسْتَمَرّ', 'مات', 'تَزَوَّج', 'مَمْلُوك', 'زَوْج', 'مَوْت', 'ٱِبْن', 'أُخْت', 'جَرَع', 'أُخْت', 'مُدَّة', 'سَعَى', 'جاوَر', 'وَلِي', 'أَسْمَع', 'صَغِير', 'عِنايَة', 'عَضّ', 'مِسْمَع', 'ظَنّ', 'أُخْت', 'أَقَرّ', 'كَتَب', 'حِشْمَة', 'رِئاسَة', 'مَوْلِد', 'تَقْرِيب', 'مَرَّة', 'خَيْر', 'رَفّ', 'جُمْلَة', 'تَوَجَّه', 'أَكْل', 'كَثِير', 'ٱِحْتِشام', 'غَزِير']"
6445,"['ٱِبْنَة', 'قاهِرِيّ', 'شَقِيقَة', 'أَكْبَر', 'مات', 'ٱِثْنَيْنِ', 'مُنْتَصَف', 'رَبِيع', 'آخَر', 'صَلَّى', 'باب', 'دَفَن', 'تَزَوَّج', 'حال', 'قِلَّة', 'فَقْرَة', 'مُجَرَّد', 'رَعْرَع', 'رَفْض', 'طَلَق', 'تَزَوَّج', 'والِد', 'شَرَف', 'مَأْتَى', 'بَحْر', 'جاوَر', 'تَزَوَّج', 'مات', 'رَحِم', 'إِيّا']"
6446,"['ٱِبْنَة', 'جِدَّة', 'أُمَّة', 'مات', 'رَخِي']"
6447,"['ٱِبْنَة', 'قاضِي', 'مالِكِيّ', 'تاج', 'تَزَوَّج', 'رَبِيع', 'ٱِثْنَتانِ', 'مات', 'سَراة', 'نِساء', 'عَقْل', 'دِين', 'مَعْرِفَة', 'ذِكْر', 'زَوْج', 'عَقْد']"
6448,"['ٱِبْنَة', 'أَبِي', 'تَزَوَّج']"
6449,"['ٱِبْنَة', 'الصلاحي', 'ٱِبْنَة', 'عَمّ', 'تَزَوَّج', 'بَلَغ', 'جَمِيل', 'واستولدها', 'وَلَد', 'مات', 'شَعْبان', 'سَعَى', 'دَفَن', 'تُرْبَة', 'وَلَد', 'جَنَّة']"
6450,"['ٱِبْنَة', 'شَمْس', 'ماضِي', 'أَب', 'عَرَف', 'حَفِظ', 'قُرْآن', 'عُقَيْدَة', 'نَوَوِيّ', 'بَرَدَة', 'والشاطبيتين', 'السخاوي', 'مُخْتَصَر', 'تَدَرَّب', 'والِد', 'القراات', 'فَرْد', 'جَمَع', 'قَدَّم', 'فَقْرَة', 'شِهاب', 'سكندري', 'بَرَع', 'القراات', 'ٱِسْتِحْضار', 'الشاطبيه', 'فَهِم', 'جَيِّد', 'أَبْدَى', 'مَبْحَث', 'فائِدَة', 'حَسَن', 'ٱِنْتَفَع', 'جَماعَة', 'رَجُل', 'نِساء', 'آن', 'مُقِيم']"
6451,"['ٱِبْنَة', 'بَدْر', 'الكوراني', 'أَصْل', 'حَفِيد', 'كُنْيَة', 'شَهْر', 'وَلَد', 'تَقْرِيب', 'سَعَى', 'أَجاز', 'ٱِبْنَة', 'أَجاز', 'ٱِبْن', 'عَمّ', 'ٱِبْن', 'تاج', 'تَزَوَّج', 'مُباشِر', 'خَيِّر', 'أَجاز', 'مات', 'زَوْج', 'مُتَوَفَّى', 'رَحِم']"
6452,"['ٱِبْنَة', 'أُخْت', 'تَمَيَّز', 'كُنْيَة', 'لَذِيذ', 'شَهْر', 'أَجاز', 'أَجاز', 'مات']"
6453,"['ٱِبْنَة', 'تاج', 'ٱِبْنَة', 'عَمّ', 'أُخْت', 'أَجاز', 'أَجاز', 'مات', 'قَدِيم', 'ذِكْر', 'أَخ']"
6454,"['ٱِبْنَة', 'زَوْج', 'زَوْج', 'قاضِي', 'مات', 'سَعَى', 'دَفَن', 'مَعْلاة', 'مَوْلِد', 'مَكَّة', 'ٱِبْنَة']"
6455,"['مَدْعُوّ', 'رُبَّما', 'ناجِي', 'ٱِبْنَة', 'قاضِي', 'وَلَد', 'كَتَب', 'خَطّ', 'مُحَرَّم', 'ثَمانِمائَة', 'أَظْهَر', 'نَشَأ', 'فتلعمت', 'كِتابَة', 'تَيَسَّر', 'تَزَوَّج', 'ناصِرِيّ', 'واستولدها', 'ٱِبْنَة', 'مات', 'تَزَوَّج', 'حَفِيد', 'أُخْت', 'فاستولدها', 'لاحَظ', 'بَراعَة', 'نَظْم', 'حَسَن', 'فَهْم', 'جَنَّة', 'فَرِيد', 'ٱِشْتَمَل', 'حَجّ', 'مَلِك', 'سَعَى', 'جاوَر', 'جِوار', 'سَعَى', 'ٱِبْن', 'جاوَر', 'وَلِي', 'كَتَب', 'مَجِيء', 'خُبَر', 'مَوْت', 'أَخ', 'نَظَّم', 'قَفاً', 'أَسْمَع', 'مُنَى', 'حَدِيث', 'وَصْف', 'مَعْنَى', 'حَسَن', 'جال', 'إِنْس', 'أَطاع', 'نارت', 'قَلْب', 'أَبْصَر', 'شَيْء', 'نَبَأ', 'وقدكوشفوا', 'أَضْمَر', 'فَتَى', 'ونارت', 'قَلْب', 'بَصِيرَة', 'نَفَّع', 'عَظِيم', 'بُرْهان', 'أَبْصَر', 'حَقِيقَة', 'تَناهَى', 'كَدّ', 'بَغَى', 'سُؤال', 'بَدَأ', 'مُهْلَة', 'مَنَح', 'رَمَى', 'مَرَّة', 'رَعَى', 'إِلٰهِيّ', 'مَغِيب', 'حَضْرَة', 'خَيْر', 'جَزْل', 'مَعادِن', 'خَيْر', 'خَيْر', 'فَتَى', 'تَجَمَّع', 'خَيِّر', 'حَبِّ', 'مَوَّل', 'أَعْظَم', 'أَهْل', 'جَناب', 'حَدِيث', 'وُجُود', 'حِكْمَة', 'خَصّ', 'عَظِيم', 'فَضْل', 'رَوَى', 'حَدِيث', 'صادِق', 'نُبُوَّة', 'مَنْطِق', 'أَعْيَى', 'وَرَى', 'بَيان', 'عَرَب', 'صَرْف', 'هِمَّة', 'جَمَع', 'يا', 'مُفْرَد', 'وَرَى', 'نال', 'ٱِتِّضاع', 'وَلِي', 'رَفْع', 'إِمّا', 'دَعا', 'دائِم', 'أَمْن', 'آخَر', 'مُدَّة', 'كَرِه', 'حادِث', 'دَهْر', 'فِرْقَة', 'جَنَّة', 'عَدْن', 'مَكْرَه', 'حَفّ', 'ثَئِب', 'عَظْم', 'جَرَى', 'أَحْسَن', 'جِيرَة', 'رام', 'سَمَّى', 'حُلْم', 'وسوددا', 'غِبْطَة', 'مُسِرّ', 'قَطَع', 'لَذِيذ', 'عَيْش', 'وَصَل', 'قُرْب', 'أَسَف', 'فِراق', 'حَسْرَة', 'هٰكَذا', 'يَد', 'مُنْيَة', 'زال', 'فَرَّق', 'إِخْوَة', 'غَفْلَة', 'كَرَّر', 'ذَكَر', 'سَمْع', 'رُبَّما', 'سَيِّد', 'رُؤْيَة', 'أَغْنَى', 'سُوَيْداء', 'فُؤاد', 'نَأَى', 'مَنْزِل', 'مُنَى', 'مَكان', 'سَرِيرَة', 'رَسُول', 'أُسْوَة', 'ثَئِب', 'جَزاء', 'جَنَّة', 'أَفْلَت', 'بَدْر', 'زَها', 'شَمْس', 'دِين', 'خَيْر', 'ذَخِيرَة', 'عالَم', 'حِبْر', 'إِمام', 'فَضْل', 'وُجُود', 'شُهْرَة', 'شُهْرَة', 'حَضْرَة', 'مِنْحَة', 'أَلْيَس', 'خَلْوَة', 'جَلا', 'بَثّ', 'محاسنا', 'كَثِير', 'أَحْصَى', 'ٱِنْتَمَى', 'خِيار', 'ناس', 'حَقّ', 'بِلا', 'امترا', 'فِدْيَة', 'سُوء', 'مُهْجَة', 'حَمَى', 'وَلِي', 'عَرْش', 'حادِث', 'نَفَع', 'أَدَب', 'جَمْع', 'خَلِيفَة', 'سَكَّن', 'فِرْدَوْس', 'كَرامَة', 'رَجا', 'مِحْنَة', 'حَقّ', 'نَبِيّ', 'جاء', 'خَلْق', 'رَحِم', 'مَبْعُوث', 'أَرْض', 'والِي', 'صَحِب', 'خَيْر', 'صَحِب', 'وعتره', 'صَلاة', 'ماهبت', 'صَب', 'حَمَل', 'شَوْق', 'طَيِّب', 'كَتَب', 'بَلَغ', 'عَضّ', 'عَضّ', 'كَلام', 'يا', 'سَيِّد', 'مال', 'مَثِيل', 'مُهِمَّة', 'ٱِرْتَجَى', 'أَقَلّ', 'اِمْرُؤ', 'خَبِيث', 'حَسَد', 'سودد', 'أَراد', 'قَوْل', 'ٱِنْتَقَص', 'قَوْل', 'راجَع', 'سَمِع', 'كَلام', 'اِمْرُؤ', 'بِيانُو', 'جاهِل', 'ٱِزْدَرَى', 'ماضِر', 'خاض', 'عَضّ', 'كَلْب', 'طالَع', 'كِتاب', 'ٱِرْتِياح', 'تَسَلَّى', 'ٱِبْنَة', 'أَثْكَل', 'سائِل', 'شَيْء', 'بَيْت', 'أَوْرَد', 'يااماما', 'حاز', 'فَهِم', 'وَرَى', 'مَحاسِن', 'جال', 'راوَنْد', 'شاعِر', 'لَبِيب', 'قَوْل', 'جُرْح', 'قَلْب', 'دَمْع', 'ٱِسْتَهَلّ', 'ٱِصْطَبَر', 'ٱِنْتَظَر', 'بُلُوغ', 'مَدَى', 'رَزِيئَة', 'تَوالَى', 'تَوَلَّى', 'تَوالَى', 'ٱِسْتَقام', 'تَوالَى', 'ٱِضْمَحَلّ', 'طَقّ', 'سَيِّد', 'بُلُوغ', 'مَدَى', 'ضَعُف', 'قُدْرَة', 'لَتّ', 'نُطْفَة', 'بَيان', 'نال', 'أُجْرَة', 'رُتْبَة', 'تعلت', 'رَخَّص', 'أَصاب', 'كَثُر', 'بلوتي', 'نال', 'مادهاها', 'ٱِشْمَأَزّ', 'عِزّ', 'فذلت', 'بِنْت', 'يا', 'مَفْدِيّ', 'طَرِب', 'مُصَنَّف', 'تَمَلَّى', 'سَأَل', 'زاد', 'فَضْل', 'غَمام', 'أَظَلّ', 'يا', 'بَدِيع', 'مَعْنَى', 'رَفِيع', 'مَبْنَى', 'فاق', 'كَثِير', 'رَحْل', 'فَضْل', 'نِساء', 'راق', 'بَيْت', 'حاكَى', 'خَنْساء', 'حِفْظ', 'تَعالَى', 'دِين', 'دُنْيا', 'راوَنْد', 'مَحْبُوب', 'بُنَيّ', 'عَقَب', 'جَرَع', 'مَكْرُوه', 'مُسَبِّب', 'طُمْأَنِينَة', 'رِضَى', 'أَوْقَع', 'مَوَّل', 'تَوالِي', 'مُخَفِّف', 'آلَم', 'مَنْزِل', 'مَنْزِلَة', 'ٱِرْتِفاع', 'إِلْف', 'رَجا', 'أَمَل', 'لَذِيذ', 'حَفّ', 'جَنَّة', 'مَكْرَه', 'والتشاغل', 'وَلَد', 'أَذْكار', 'صَحِيح', 'إِيراد', 'عِبادَة', 'زَهادَة', 'مانِع', 'ٱِسْتِرْسال', 'هَوَى', 'سِيَّما', 'نَظَر', 'آيَة', 'خَبَر', 'وارِد', 'النبويات', 'المرغبه', 'بِشارَة', 'قائِم', 'أَمْر', 'هِدايَة', 'لَجْنَة', 'ثَواب', 'حَقّ', 'صَواب', 'قَوْل', 'أَمَّن', 'أَهْدَى', 'قَلْب', 'نَفَع', 'مُصَنَّف', 'ٱِرْتِياح', 'كَبِد', 'غايَة', 'ٱِعْتِماد', 'مَرّ', 'قَلْب', 'جَسَد', 'مانِع', 'فَضْل', 'ٱِرْتِفاع', 'مَكْرُوه', 'أَصْل', 'الاثابه', 'إِنابَة', 'مُصِيبَة', 'مِفْتاح', 'عُقْبَى', 'فَرَج', 'التناهي', 'فَرَج', 'رُبَّما', 'فَرَج', 'قُدُوم', 'تَعْوِيض', 'فَضْل', 'جَزْل', 'فِعْل', 'جَمِيل', 'أَعْظَم', 'مفروح', 'دُعاء', 'طُول', 'عُمَر', 'سائِل', 'للازياد', 'خَيِّر', 'ٱِجْتِهاد', 'فَضِيلَة', 'المتكائرات', 'مُوجِب', 'جَلْب', 'مُسِرّ', 'سَلْب', 'مَضَرَّة', 'مُهِمَّة', 'قَوْل', 'شاعِر', 'مَدَى', 'تَمَحَّص', 'كَثْرَة', 'إِقامَة', 'أَمْبِير', 'طَوِيل', 'مَدَى', 'قَدَّر', 'تَعالَى', 'مُصِيبَة', 'لَحْظَة', 'تَمَحَّص', 'تَوَلَّى', 'ٱِضْمَحَلّ', 'قَرَّر', 'حِينَئِذٍ', 'أَخْفَى', 'الاستشكال', 'المتقضي', 'سُؤال', 'مُفْتَقِر', 'رَجُل', 'اللَّه', 'المستعان', 'التكلان', 'كِتاب', 'السخاوي', 'راجِي', 'سِتْر', 'غُفْران', 'متوسلا', 'صَلَّى', 'سَلَّم', 'تَسْلِيم', 'كَثِير', 'كَتَب', 'سائِل', 'أَيْض', 'قَوْل', 'يا', 'أَيُّها', 'حِبْر', 'بَحْر', 'نَدَى', 'يا', 'حافَظ', 'نَقْل', 'حَدِيث', 'قَدِيم', 'يا', 'مِنْحَة', 'دَهْر', 'زال', 'ممتدحا', 'يا', 'غايَة', 'أَمَل', 'يا', 'مُنْيَة', 'يا', 'غَرامِيّ', 'غَرِيم', 'يا', 'شَمْس', 'دِين', 'يا', 'غَد', 'بَرِيَّة', 'عَلِيم', 'وياسخاوي', 'يا', 'وَرَى', 'خَصّ', 'جَسِيم', 'أَسْأَل', 'يا', 'شَيْخ', 'شَيْخ', 'نَهْي', 'حَوَى', 'دَرّ', 'نظيم', 'يَمَن', 'أَتَى', 'عائِق', 'عاق', 'أَمَل', 'حَمِيم', 'قِيام', 'يا', 'سَيِّد', 'مَقام', 'لَيْلَة', 'فَرَّق', 'أَمْر', 'حَكِيم', 'جَرَى', 'ساوَى', 'مَقْعَد', 'مُسْتَقِيم', 'نال', 'نال', 'كَرَّم', 'فَضْل', 'رَبّ', 'كَرِيم', 'يا', 'مُنْيَة', 'عاجِل', 'يا', 'ذَكَّى', 'فاق', 'فَهِيم', 'يا', 'فَتْوَى', 'أَبْرَز', 'هام', 'صَلاح', 'ظاهِر', 'وَرَى', 'إِتْمام', 'بَرّ', 'يَتِيم', 'أَهان', 'قَدَّر', 'زال', 'قَدْر', 'عَظِيم', 'أَحْيَى', 'رَوَّى', 'صَحِيح', 'نَقْل', 'لاسقيم', 'لاذ', 'وَرَى', 'حَقّ', 'رَبّ', 'خَفِيَّة', 'عَلِيم', 'جاه', 'أَسِير', 'دُجَى', 'مَوْلَى', 'كَلِيم', 'نَدِيم', 'سَيِّد', 'سَيِّد', 'النقا', 'حَطِيم', 'صَلَّى', 'طُول', 'مَدَى', 'ناحِي', 'قَمَر', 'صَوْت', 'رَخِيم', 'حَمْد', 'أَمْر', 'كَتَب', 'بِنْت', 'آدَم', 'طَيِّب', 'قَرْيَة', 'تَفَضُّل', 'شاء', 'ثَواب', 'أَمَّل', 'فِعْل', 'صَحّ', 'قَوْل', 'حُسْن', 'عَمِل', 'كَتَب', 'سَواء', 'عُذْر', 'المعذور', 'أَغْلَى', 'كَتَب', 'عَمِل', 'حُصُول', 'عارِض', 'صَحِيح', 'أَيْض', 'ناس', 'أَصاب', 'بَلاء', 'جَسَد', 'إِلّا', 'أَمْر', 'عِزّ', 'جَلّ', 'مَلْأَك', 'حَفِظ', 'كِتاب', 'عَمِل', 'خَيْر', 'لَيْلَة', 'دام', 'مَحْبُوس', 'وَثاقَة', 'لَفْظ', 'مَرَض', 'عَبْد', 'سافَر', 'كَتَب', 'عَمِل', 'مُقِيم', 'صَحِيح', 'تَوَجَّه', 'مُبْتَلَى', 'تَفْوِيت', 'ناهِيَة', 'وَفاة', 'وَقْت', 'مَشْرُوع', 'أَدَّى', 'عَمَل', 'لَيْلَة', 'شَهْر', 'ثَواب', 'جَزُل', 'فَضْل', 'شَمِل', 'شَكّ', 'رَبّ', 'شَعْبان', 'رَمَضان', 'إِلٰه', 'فَضْل', 'وُجُود', 'كَرَّم', 'ضَعِيف', 'مُوَحَّد', 'لَحْظَة', 'وارِد', 'عَمَل', 'نِيَّة', 'فَضْل', 'جَزْل', 'كَتَب', 'ٱِسْم', 'نِسْبَة', 'بَيْت', 'يا', 'ناس', 'يا', 'وَحَّد', 'وَرَى', 'يا', 'حَوَى', 'زال', 'لُغْز', 'آخَر', 'ٱِسْم', 'يا', 'مُفْرَد', 'مُجْمَل', 'عالَم', 'مَوَّل', 'جُمْلَة', 'بادَر', 'شِهاب', 'الخانكي', 'أَجاب', 'إِجْمالاً', 'بَيْت', 'فِدْيَة', 'يا', 'جاء', 'لُغْز', 'مُعْرَى', 'ٱِسْم', 'عَصْر', 'عَمَل', 'حَسَبَما', 'سَلْفَت', 'تَرْجَم', 'ٱِتَّفَق', 'حُضُور', 'قِراءَة', 'كَتَب', 'بَيْت', 'يا', 'أَيُّها', 'حِبْر', 'إِمام', 'وَرَى', 'مقتدي', 'أَجاب', 'سُؤال', 'خُطَّة', 'ٱِسْم', 'تَقَدَّم', 'ٱِرْتَضَى', 'جَواب', 'مَوْزُون', 'بَحْر', 'آخَر', 'حِينَئِذٍ', 'أَجاب', 'شِهاب', 'مُشار', 'قَوْل', 'حَمْد', 'ابتدي', 'يا', 'سائِل', 'تَفْرِيج', 'قَلْب', 'صَدَى', 'سَمِع', 'هَدَى', 'خَيْر', 'طُول', 'مَدَى', 'دَهْر', 'حَسَد', 'رَأْي', 'قَطّ', 'حاسِد', 'غَبَط', 'إِلّا', 'السودد', 'جَواب', 'كافِي', 'شافِي', 'آخَر', 'نَحْل', 'ٱِهْتَدَى', 'عَفْو', 'عَرَض', 'جاهِل', 'فِعْل', 'خَبِيث', 'رَدَى', 'نَظَر', 'وَرَى', 'جُمْلَة', 'كَثِير', 'بَدا', 'لمسترشد', 'جَواب', 'وِفْقَ', 'فَضْل', 'يا', 'مُسْعَد', 'تِلْمِيذ', 'إِمام', 'عالَم', 'أَوْحَد', 'عَنَى', 'السخاوي', 'وَرَى', 'حافِظ', 'عَصْر', 'كَرِيم', 'يَد', 'صَلاة', 'مُصْطَفَى', 'وَلِي', 'أَغَرّ', 'ٱِهْتَدَى', 'كَتَب', 'مَوْلِد', 'عَضّ', 'حال', 'كَتَب', 'نَصّ', 'أَراد', 'مَوْلَى', 'بَيان', 'أَمْر', 'أُولَى', 'جود', 'فَضْل', 'لاس', 'أَهْل', 'راوَنْد', 'سَيِّد', 'رَفَع', 'عَبْدُه', 'فِعْل', 'رَقِي', 'أَبَد', 'أَعْلَى', 'مَحَلّ', 'مَدَح', 'قاضِي', 'ٱِبْن', 'عَمّ', 'قَصِيدَة', 'قاضِي', 'بَيْت', 'يا', 'بَدْر', 'زال', 'شَكّ', 'رَأْي', 'أَنْعَم', 'قُرْب', 'مُحِبّ', 'ٱِبْن', 'عَمّ', 'تَوَعُّك', 'شِفاء', 'بَيْت', 'قَصِيدَة', 'يا', 'سَيِّد', 'ناس', 'حَبِّ', 'حُكْم', 'قَدَّم', 'ٱِسْم', 'تَوَسَّع', 'كَتَب', 'صالِح', 'أَخ', 'قاضِي', 'سَبَب', 'سَكَّن', 'خَلْوَة', 'مُتَعَلِّق', 'ٱِسْم', 'أَيْض', 'طارَح', 'شِهاب', 'أَعْلَى', 'كَتَب', 'سَيِّد', 'حَسَن', 'خالِق', 'ٱِسْم', 'جُمْلَة', 'اللَّه', 'خَلْق', 'عالَم', 'عَنَى', 'إِياد', 'سائِل', 'خَشِي', 'حاسِد', 'سالِم', 'بديها', 'سَيِّد', 'عَمّ', 'خَلِيق', 'بَرّ', 'إِحْسان', 'فَرْض', 'ضاعَف', 'لازِم', 'عَنَى', 'سائِل', 'أَتَى', 'دَمْع', 'سائِل', 'خَشِي', 'سُوء', 'سالِم', 'حَضْرَة', 'رَجَّح', 'وافَق', 'ٱِبْنَة', 'أَتَى', 'سَمَّى']"
