,text_nt
5773,"['شِهاب', 'مُحِبّ', 'ٱِبْن', 'ٱِبْن', 'مُحِبّ', 'عَمّ', 'شِهاب', 'أَخ', 'رُبَّما', 'ٱِبْن', 'ٱِبْن', 'ثانيهما', 'شِهاب', 'ٱِبْن', 'ثانيهما', 'مُحِبّ', 'مَقْدِسِيّ', 'ٱِبْن', 'ٱِبْن', 'ولثانيهما', 'عَنَى', 'تاجِر', 'دِمَشْقِيّ', 'آخِر', 'ٱِسْم', 'أَيْض', 'ٱِنْتَمَى', 'صُوفِيّ', 'تَقْدِمَة', 'والِي', 'جَمْع', 'شَمْس', 'جِدّ', 'ناظِر', 'خاصّ', 'أَخ', 'وثانيهم', 'والِد']"
5774,"['حَجَر', 'ٱِحْتِجاب', 'مُيَسَّر', 'زَوْج', 'أُخْت', 'طَرابُلْسِيّ', 'سكندري', 'شَيْخ', 'مُنْيَة', 'حَرَّر', 'أَمْر', 'شَمْس', 'أَب', 'مُحِبّ', 'مُحِبّ', 'آن', 'بَقِيَّة', 'بَيْت', 'أَصْل', 'المحمدون', 'وَلَد', 'أَب', 'تَكَلَّم', 'وَفاة', 'ٱِرْتَحَل', 'ٱِنْقَطَع', 'خَبَر', 'وَلَد', 'أَيْض', 'تَوَفَّى', 'أَب', 'أَب', 'تَكَلَّم', 'دَرْب', 'حَرِيرِيّ', 'مَأْتَى', 'حال', 'صالِح', 'أَخ', 'مات', 'أُخْت', 'ٱِسْم', 'المحمدين', 'ٱِبْن', 'بَنَى', 'ٱِبْن', 'كَمال', 'كَبَر', 'آخَر', 'أَدَّى', 'ٱِبْن', 'وَكِيل', 'سُلْطان', 'وَلَد', 'ٱِلْتَقَى', 'جَلال', 'هَبّ', 'تاجِر']"
5775,"['ٱِبْن', 'أَخ', 'ٱِبْن', 'ٱِبْن', 'أَبَوان', 'عَرَف', 'إِخْوَة', 'ٱِبْن', 'إِخْوَة', 'مَدَنِيّ', 'جَمال', 'ٱِبْن', 'تاج', 'ٱِبْن', 'نَجْم', 'صِهْر', 'مِصْرِيّ', 'فاضِل', 'شِهاب', 'بَنَى', 'مُحِبّ', 'تاجِر', 'أَب', 'ٱِبْن', 'جَماعَة', 'الشيخونيه', 'مَغْرِبِيّ', 'ٱِبْن', 'ٱِبْنَة', 'مَلَكِيّ', 'بَنَى', 'عَمّ', 'ٱِبْن', 'بَدْر']"
5776,"['وَلَد', 'مات', 'شَعْبان', 'تِبْر', 'المسبوك', 'ٱِبْن', 'أَخ', 'أَخ', 'شَيْخ', 'وَلِيّ', 'الحجوبيه', 'باشَر', 'مَنْزِل', 'قُرْب', 'وِكالَة', 'مات', 'مَجِيد', 'تِلاوَة', 'عَشِير', 'مات', 'ثِنْي', 'وَلَد', 'ٱِسْم', 'ٱِبْن', 'أَخ', 'شاعِر', 'ٱِبْن', 'أُخْت', 'مات', 'قَعْدَة', 'دَفَن', 'تُرْبَة', 'أَخ', 'ٱِبْن', 'أُخْت', 'ٱِبْن', 'ٱِبْن', 'أُخْت', 'زَوْجَة', 'رُبَّما', 'ٱِبْن', 'أَيْض', 'سَبِط', 'ٱِبْن', 'أُخْت', 'زَوْجَة', 'قَرِيب', 'ٱِبْن', 'ٱِبْن', 'والِد', 'أَزال', 'مات', 'سَعَى']"
5777,"['أَخ', 'أَخ', 'أَحْدَب', 'كُلّاب', 'باب', 'وَخَى', 'لَبِث', 'ٱِجْتاز', 'الدوادار', 'تَوَسُّل', 'مَزِيد', 'حِيلَة', 'خِداع', 'كَفّ', 'وَعَد', 'مال', 'جَزْل', 'شَفَع', 'سَلَّم', 'والِي', 'مُداواة', 'رَجاء', 'عاش', 'مات', 'وَخَى', 'رَبِيع', 'أَخ', 'شَرِيف', 'أَخ', 'مات', 'رَجَب', 'رَخِي', 'أَخ', 'صَلاح', 'مات', 'سَعَى', 'أَخ', 'أَخ', 'أَخ', 'نَقِيب', 'حَنَفِيّ', 'مات', 'رَخِي', 'شَيْخ', 'نَبَأ', 'مات', 'رَبِيع', 'رَخِي', 'صِدِّيق', 'رُبَّما', 'صَبِيّ', 'نائِب', 'مُنْفَصِل', 'مات', 'جُمادَى', 'أُولَى', 'نائِب', 'ٱِفْتات', 'قَتَل', 'رَجُل', 'أَعْجَمِيّ', 'طَلَع', 'مَجْلِس', 'حُكْم', 'جَلَس', 'جانِب', 'مَدِيد', 'قَبَض', 'حَيّ', 'سَبّ', 'سَبَأ', 'قَبِيح', 'بادَر', 'رَأْس', 'نُوبَة', 'أَقام', 'مَرّ', 'مُسْتَمِرّ', 'سَبّ', 'سَلَّم', 'والِي', 'نَزَل', 'ضَرْبَة', 'مات', 'رَبِيع']"
5778,[]
5779,[]
5780,"['ٱِبْنَة', 'ٱِبْنَة', 'مُسْنَد', 'جَلال', 'طَبَرِيّ', 'أَصْل', 'مَكِّيّ', 'حَنَفِيّ', 'والِد', 'ماضِي', 'وَلَد', 'رَجَب', 'سَعَى', 'أَجاز', 'وَلِي', 'خَلْق', 'ٱِبْنَة', 'سَمِع', 'تَزَوَّج', 'وَلَّد', 'مَأْتَى', 'تَأَيَّم', 'أَجاز', 'مات', 'جُمادَى', 'أُولَى', 'ٱِبْنَة', 'مَلِك', 'مُؤَيِّد', 'شَيْخ', 'تَزَوَّج', 'أَب', 'مَوْلَى', 'أَب', 'مَوْت', 'آلَة', 'بَلَغ', 'ٱِرْتَضَى', 'أَمْر', 'فارِق', 'تَزَوَّج', 'ناسَب', 'مُقام', 'عَمَّر', 'كَفّ', 'بَصَر', 'ضُعْف', 'شَأْن', 'سِيَّما', 'مَوْت', 'وَلَد', 'ٱِسْتَمَرّ', 'مات', 'آخِر', 'شُوال', 'سَعَى', 'دَفَن', 'مَدْرَسَة', 'أَب', 'جاز', 'مات', 'أَب', 'زاد']"
5781,"['ٱِبْنَة', 'قَرِيب', 'ماضِي', 'تَزَوَّج', 'شَمْس', 'وَلَّد', 'حَرَّر', 'شَرْط', 'ٱِبْنَة', 'أَتَى', 'مَرْيَم']"
5782,"['ٱِبْنَة', 'أُخْت', 'وَلَد', 'تَعَلَّم', 'كِتابَة', 'قَرَأ', 'عَقِيدَة', 'تَزَوَّج', 'واستولدها', 'أَمِين', 'زَوْج', 'ٱِشْتَغَل', 'أُسّ', 'مَرَّة']"
5783,"['ٱِبْنَة', 'ناصِر', 'مات', 'أَعْزَب', 'أَوائِل', 'حُجَّة']"
5784,"['ٱِبْنَة', 'أُخْت', 'عَرَف', 'سَلَف', 'وَلَد', 'ٱِثْنَتانِ', 'سَمِع', 'أَخ', 'جَدّ', 'ٱِبْنَة', 'تَزَوَّج', 'مات', 'آخَر', 'ٱِبْن', 'شَيْخ', 'زاوِيَة', 'آن', 'سَعَى', 'باقِي', 'أُخْت', 'مات']"
5785,"['ٱِبْنَة', 'ماضِي', 'أَخ', 'أَب', 'وَلَد', 'تَوَفَّى', 'أَب', 'ٱِسْتِكْمال', 'تَزَوَّج', 'صاحِب', 'بِكْر', 'فاودلها', 'وَلَد', 'تَخَلَّف', 'ذَكَر', 'فاضِل', 'جاوَر', 'أَجاز', 'جَماعَة', 'خَيِّر']"
5786,"['ٱِبْنَة', 'أُخْت', 'أَب', 'ماضِي', 'مات', 'لَيْلَة', 'سَلْخ']"
5787,"['ٱِبْنَة', 'قاهِرِيّ', 'زَوْج', 'شَيْخ', 'وَلَد', 'مات', 'حُجَّة', 'سَعَى']"
5788,"['ٱِبْنَة', 'شَيْخ', 'شِهاب', 'وَلَد', 'رَجَب', 'قاعَة', 'البيبرسيه', 'عَتِيق', 'نِظام', 'أَجاز', 'خَلْق', 'أَجاز', 'لَبِث', 'مات', 'شُوال', 'غائِب', 'أَب', 'سُلْطان', 'أَمْبِير']"
5789,"['ٱِبْنَة', 'صَدْر', 'قاضِي', 'حَنْبَلِيّ', 'سَمِع', 'جُمادَى', 'سَعَى', 'أَب', 'عَضّ', 'صَحِيح', 'حَجّار', 'أَجاز', 'أَصِيل', 'خَيِّر', 'مات', 'بَعِيد', 'تَقْرِيب', 'رَحِم']"
5790,"['ٱِبْنَة', 'مَقْدِسِيّ', 'مات', 'أَثْنَى']"
5791,"['ٱِبْنَة', 'أَتَى', 'مُبْهَم', 'تَزَوَّج', 'جَماعَة', 'خَطِيب', 'ظَنّ', 'مَدْعُوّ', 'مات', 'مُنْتَصَف', 'جُمادَى', 'أُولَى']"
5792,"['ٱِبْنَة', 'أَجاز', 'جَماعَة']"
5793,"['ٱِبْنَة', 'الخواجا', 'بَدْر', 'تَزَوَّج', 'جَمال', 'مات', 'شَعْبان', 'رَخِي']"
5794,"['ٱِبْنَة', 'قاضِي', 'أُخْت', 'زَوْج', 'شَيْخ', 'أَسْمَر', 'أَشْبَه', 'أَبْناء', 'أَمَة', 'زَوْج', 'مات', 'لَيْلَة', 'مُسْتَهَلّ', 'قَعْدَة', 'سَعَى', 'دَفَن', 'صُوفِيّ', 'مُمْتِع', 'حاسَّة', 'صَحّ', 'إِخْوَة', 'بَدَن']"
5795,"['ٱِبْنَة', 'قاهِرِيّ', 'كاتِب', 'عَلِيق', 'أَب', 'أُخْت', 'شَقِيق', 'أَب', 'والِد', 'بَدْر', 'ماضِي', 'مات', 'لَيْلَة', 'قَعْدَة', 'صَلَّى', 'غَد', 'صَلاة', 'جامِع', 'مَشْهَد', 'جَلِيل', 'جَمِيل', 'دَفَن', 'سَعِيد', 'زار', 'تَزَوَّج', 'زَوْج', 'حَنَفِيّ', 'مَحْظُوظ', 'رِئاسَة', 'قِناع', 'إِتْقان', 'كَوْن', 'أَقَرّ', 'كَتَب', 'جَنَّة']"
5796,"['دَعا', 'ٱِبْنَة', 'مَكِّيّ', 'أَعْرَب', 'ٱِبْنَة', 'مات', 'شَعْبان', 'رَخِي']"
5797,"['ٱِبْنَة', 'شَيْخ', 'شَمْس', 'قاهِرِيّ', 'أُخْت', 'زَوْج', 'زَيْن', 'ماضِي', 'أَجاز', 'آخَر', 'ٱِسْتِدْعاء', 'مُؤَرَّخ', 'سَعَى', 'حَدَث', 'يَسِير', 'عَضّ', 'طالِب', 'أَجاز', 'أَصِيل', 'خَيِّر', 'مات', 'الربيعين', 'رَحِم']"
5798,"['ٱِبْنَة', 'شَمْس', 'مالِكِيّ', 'والِد', 'ماضِي', 'أَب', 'أَخ', 'وَلَد', 'قَرِيب', 'ثَمانِمائَة', 'نَشَأ', 'كَنَف', 'أَبَوان', 'زَوْج', 'أَب', 'ٱِبْن', 'فَقِيه', 'فَخْر', 'فاضَل', 'خَيْر', 'لَبِث', 'مات', 'تَزَوَّج', 'والِد', 'واستولدها', 'وَلَد', 'كاتِب', 'لَطَف', 'مَرَّة', 'جاوَر', 'حَرَم', 'مُدَّة', 'شَمِل', 'إِجازَة', 'مُعْتَبَر', 'سَمِع', 'شَيْخ', 'مَعْرُوف', 'شَفَقَة', 'سِيَّما', 'رَحِم', 'مُحافَظَة', 'صَلاة', 'صَوْم', 'صَفاء', 'سُرْعَة', 'بادِرَة', 'مَأْتَى', 'أَخ', 'غِيبَة', 'إِيّا', 'خَيْر', 'دام', 'مات', 'لَيْلَة', 'رَمَضان', 'وتسيعين', 'شَهِيد', 'بَطْن', 'غُرْبَة', 'عَلَّل', 'طَوِيل', 'صَلَّى', 'باب', 'دَفَن', 'مَعْلاة', 'مُجاوِر', 'قَبْر', 'سَيِّد', 'تُقَى', 'قَبْر', 'لَيْلَة', 'رَحِم', 'جَنَّة', 'جُزْء', 'خَيْر']"
5799,"['ٱِبْنَة', 'ٱِبْنَة', 'الدمهوجيه', 'أَصْل', 'قاهِرِيّ', 'مُوَلِّد', 'مَحَلِّيّ', 'أُخْت', 'زَوْج', 'شَيْخ', 'ماضِي', 'عَرَف', 'أَب', 'وَلَد', 'ذَكَر', 'سَمِع', 'شَمْس', 'البرشنسي', 'أَجاز', 'بَهاء', 'أَجاز', 'أَصِيل', 'خَيِّر', 'مات', 'رَحِم']"
5800,"['ٱِبْنَة', 'قاهِرِيّ', 'حَنْبَلِيّ', 'عَمّ', 'وَلَد', 'تَقْرِيب', 'أَجاز', 'ٱِسْتِدْعاء', 'مُؤَرَّخ', 'سَعَى', 'جَماعَة', 'حَدَث', 'يَسِير', 'قَرَأ', 'عَضّ', 'جُزْء', 'أَصِيل', 'جَلِيل', 'مات', 'رَمَضان', 'رَحِم', 'إِيّا']"
5801,"['ٱِبْنَة', 'زَوْج', 'نِيَّة', 'إِخْوَة', 'عَمَّر', 'مات', 'لَيْلَة', 'رَجَب', 'صَلَّى', 'غَد', 'دَفَن', 'مَدْرَسَة', 'وَلَد', 'سُوق', 'ظاهِر']"
5802,"['بَرَى', 'مُوَلِّد', 'مَوَّل', 'أَهْل', 'مَلَك', 'ٱِثْنَتانِ', 'وَلَد', 'ٱِسْتَمَرّ', 'خِدْمَة', 'جاوَر', 'مات', 'مُجاوَرَة', 'وَلِي', 'آخَر', 'حُجَّة', 'سَعَى', 'صَلَّى', 'عُقْب', 'صُبْح', 'ٱِثْنَيْنِ', 'باب', 'دَفَن', 'مَعْلاة', 'قَبْر', 'شَهِد', 'ٱِبْن', 'ٱِبْن', 'وَخَى', 'سَيِّد', 'خَلْق', 'إِيّا', 'جَنَّة', 'ظابطه', 'بَيْت', 'قانِع', 'صافِي', 'رَحِم', 'غَفَر']"
5803,"['جَرْكَسِيّ', 'زَوْج', 'أَمِير', 'سِلاح', 'مات', 'سار', 'طاعُون']"
5804,"['زَوْج', 'مات', 'رَجَب']"
5805,"['ٱِزْدان', 'رُومِيّ', 'استولدها', 'وَلَد', 'مَأْتَى', 'تَزَوَّج', 'ٱِبْن', 'وَخَى', 'ناصِرِيّ', 'تَلِف', 'ٱِحْتِجاب', 'سَبَب', 'شَيْء', 'كَثِير', 'ٱِبْتِداء', 'ضَرَر', 'كَبِير']"
5806,"['ٱِبْنَة', 'ٱِبْنَة', 'دِمَشْقِيّ', 'المزي', 'أَحْضَر', 'ٱِبْنَة', 'عَمّ', 'والِد', 'ٱِبْنَة', 'لَقِي', 'أَجاز', 'بَيْت', 'رِوايَة', 'مات']"
5807,"['ٱِبْنَة', 'شِهاب', 'أَصْل', 'قاهِرِيّ', 'ٱِبْنَة', 'أَخ', 'مات', 'أَقْعَد', 'ٱِفْتَقَر', 'وَصَف', 'ثَمانِمائَة', 'مُرْضِع', 'هَيِّر', 'تَعَبَّد', 'ٱِسْتَبْعَد', 'شَمِل', 'باجايز', 'بَيْت', 'مَشْهُور', 'رَحِم']"
5808,"['ٱِبْنَة', 'وَلَد', 'أَسْمَع', 'حَجّار', 'شَيْخ', 'مُعْجَم', 'قَرَأ', 'مات', 'مُحَرَّم', 'تَبِع', 'عَقْد']"
5809,"['ٱِبْنَة', 'إِلٰه', 'ٱِبْنَة', 'المراغي', 'مَدَنِيّ', 'ماضِي', 'أَب', 'إِخْوَة', 'سَمِع', 'جُزْء', 'كَبِير', 'تَخْرِيج', 'بَرَدَة', 'والشقراطسيه', 'خَتَم', 'شَفاً', 'أَجاز', 'ٱِبْن', 'آخَر', 'آخَر', 'حَدَث', 'سَمِع', 'فاضِل', 'مات']"
5810,"['ٱِبْنَة', 'مَوْضِع', 'بَدَل', 'كاتِب', 'ٱِبْنَة', 'حَنَفِيّ', 'والِد', 'أَسْمَع', 'سَعَى', 'كَمال', 'شِهاب', 'رِوايَة', 'إِباء', 'أَبْناء', 'أَجاز', 'ٱِسْتِدْعاء', 'مُؤَرَّخ', 'بَذّ', 'قَعْدَة', 'شَيْخ', 'مَزَّة', 'خَرَج', 'مَشْيَخَة', 'مات', 'إِكْمال', 'شَيْخ', 'حَدِيث', 'حَدَث', 'رِوايَة', 'إِباء', 'مَرَّة', 'لَقِي', 'فَقْرَة', 'عَضّ', 'صالِح', 'خَيِّر', 'كاتِب', 'ٱِنْفَرَد', 'جَماعَة', 'مات', 'دَفَن', 'مَقْبَر', 'قُرْب', 'تُرْبَة', 'شَيْخ', 'رَحِم']"
5811,"['ٱِبْنَة', 'ٱِبْنَة', 'أُخْت', 'وَلَد', 'سَلْخ', 'رَبِيع', 'آخَر', 'أَسْمَع', 'نُسْخَة', 'أَجاز', 'صَدْر', 'مُناوِي', 'آخَر', 'حَدَث', 'قَرَأ', 'حَدِيث', 'صَوْت', 'مُرْتَفِع', 'جِدّ', 'ثِقْل', 'سَماع', 'خَيِّر', 'أَصِيل', 'مات', 'رَحِم', 'إِيّا']"
5812,"['أَصِيل', 'مُوَلِّد', 'ٱِبْنَة', 'مات', 'جُمادَى', 'ٱِثْنَتانِ', 'سَعَى']"
5813,"['ٱِبْنَة', 'مَجْد', 'ٱِبْنَة', 'خَلِيفَة', 'مَقام', 'سَبِط', 'الخواجا', 'ٱِبْن', 'مات', 'جُمادَى', 'أُولَى', 'ٱِثْنَتانِ', 'سَعَى']"
5814,"['ٱِبْنَة', 'الخواجا', 'سَبِط', 'نُور', 'رَشِيدِيّ', 'تَزَوَّج', 'نُور', 'وَلَّد', 'كَمال', 'مَوْت', 'ٱِتَّصَل', 'عالَم', 'الخانكاه', 'واستولدها', 'ٱِبْنَة', 'تَزَوَّج', 'مَوْت', 'البقاعي', 'مَوْت', 'تَزَوَّج', 'قاضِي', 'واستولدها', 'مات', 'فَجْأَةً', 'مُحَرَّم', 'خَيِّر', 'مَذْكُور', 'جَمال', 'رَحِم']"
5815,"['ٱِبْنَة', 'قاضِي', 'شَمْس', 'دِمَشْقِيّ', 'شافِعِيّ', 'مُتَوَفَّى', 'مَضَى', 'تَزَوَّج', 'المعتضد', 'مَأْتَى', 'تَزَوَّج', 'إِخْوَة', 'المستنجد', 'فارِق', 'تَوَجَّه', 'مات']"
5816,"['إِقْلِيم', 'مات', 'شَعْبان', 'رَخِي', 'حَرَّف', 'ٱِبْنَة', 'آتِي']"
5817,"['ٱِبْنَة', 'قاضِي', 'شَقِيقَة', 'أُخْت', 'أُمَّة', 'تَزَوَّج', 'واستولدها', 'أَمِير', 'مُؤْمِن', 'واستولدها', 'ٱِبْنَة', 'فارِق', 'ٱِتَّصَل', 'ٱِبْن', 'عَمّ', 'مَوْت', 'زَوْجَة', 'أُخْت', 'حِينَئِذٍ', 'خَيْر', 'قَرَّر', 'مَدْرَسَة', 'جَدّ', 'قَبْر', 'أَب', 'قارِئ', 'أَمْر', 'مَدْرَسَة', 'تَفَقُّد', 'أَمِير', 'أَرْمَلَة', 'تَزايُد', 'مَوْت', 'وَلَد', 'مُشار', 'فَرِيد', 'قَرِيب', 'رَتَّب', 'قارِئ', 'يقوءون', 'حَدِيث', 'تَفْسِير', 'تَرَدَّد', 'عَقَد', 'مِيعاد', 'آخَر', 'وَلِي', 'غَيْرَة', 'مَرَّة', 'جاوَر', 'مَأْتَى', 'زَوْج', 'وَرِث', 'مات', 'ٱِبْنَة', 'خَلِيفَة', 'تَزايُد', 'إِقْبال', 'خَيِّر', 'أَقْرَض', 'ٱِبْن', 'أَخ', 'مَبْلَغ', 'كَبِير', 'بَذْل', 'وَظِيفَة', 'مَوْت', 'أَب', 'ضُعْف', 'مُلازِم', 'طَرَف', 'فالِج', 'أَحْمَد', 'كَثِير', 'تَصَرُّف', 'خُصُوص', 'تَعَلَّق', 'يَتِيم', 'مات', 'بَنُون', 'وَلَد', 'ٱِنْقَطَع', 'نَسْل', 'اللَّه', 'حَسَّن', 'عاقَب']"
5818,"['ٱِبْنَة', 'تَزَوَّج', 'الاخنائي', 'مَأْتَى', 'ٱِبْن', 'عَمّ', 'ناصِرِيّ', 'مات', 'أَثَر']"
5819,"['ٱِبْنَة', 'ٱِبْنَة', 'العسقلاني', 'أَصْل', 'قاهِرِيّ', 'حَنْبَلِيّ', 'أُخْت', 'وَلَد', 'تَقْرِيب', 'ٱِثْنَتانِ', 'ثَمانِمائَة', 'نَشَأ', 'خَيْر', 'صِيانَة', 'أَسْمَع', 'أَب', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'أَنْجَب', 'وَلَد', 'وَلَد', 'مَرَّة', 'جاوَر', 'عَضّ', 'زار', 'حَدَث', 'سَمِع', 'فاضِل', 'قَرَأ', 'ثُلاثِيّ', 'مُسْنَد', 'خَيِّر', 'مُتَعَبِّد', 'مات', 'رَبِيع', 'دَفَن', 'جِوار', 'قَبْر', 'زَوْج', 'قَبْر', 'ٱِبْن', 'عَمَّة', 'قَرِيب', 'رَحِم', 'إِيّا']"
5820,"['ٱِبْنَة', 'شَقِيقَة', 'فَتاة', 'أَب', 'مات', 'مُحَرَّم', 'صَلَّى', 'جامِع', 'حاكِم', 'دَفَن', 'مَدْرَسَة', 'تَزَوَّج', 'شَرِيف', 'قاضِي', 'أَقام', 'واستولدها', 'مَأْتَى', 'قَدَّم', 'أَب', 'تَزَوَّج', 'وَجاهَة', 'مات', 'زاحَم', 'رَحِم', 'عَفا']"
5821,"['ٱِبْنَة', 'الولوي', 'أُخْت', 'تَزَوَّج', 'وَلَد', 'إِخْوَة', 'بَلَد', 'ٱِسْتَمَرّ', 'مات', 'سافَر', 'حِينَئِذٍ', 'ٱِبْنَة', 'مات', 'جُمادَى', 'سَعَى']"
5822,"['ٱِبْنَة', 'مَكِّيّ', 'أُخْت', 'نَجْم', 'أُمَّة', 'ٱِبْنَة', 'والِد', 'جَمال', 'وَلَد', 'نَشَأ', 'تَزَوَّج', 'مات', 'أَيُّما', 'سَعَى', 'دَفَن', 'قُرْب', 'سَيِّد', 'جانِب', 'قَبْر', 'ٱِبْنَة', 'تَوَجُّه', 'بَحْر', 'مات', 'ٱِبْنَة', 'وَلَد', 'مُشار', 'أَخ']"
5823,"['أُمَّة', 'ٱِبْنَة', 'شَيْخ', 'ذَرِّيّ', 'أَب', 'ماضِي', 'أَب', 'أَخ', 'مات', 'مُحَرَّم', 'صَلَّى', 'باب', 'ضَرِيح', 'شَيْخ', 'خارِج', 'باب', 'صالِح', 'دَفَن', 'مَكان', 'مَذْكُور', 'زاد', 'بالِغ', 'وَفاة', 'أَب', 'تَزَوَّج', 'أَب', 'وَلَد', 'ٱِبْن', 'شَيْخ', 'قَلَّل', 'فارِق', 'مَوَّل', 'مَرْأَة', 'رَحِم', 'إِيّا']"
5824,"['أُمَّة', 'خالِق', 'ٱِبْنَة', 'زَيْن', 'شَقِيقَة', 'أُخْت', 'ماضِي', 'أَحْضَر', 'جَمال', 'حَنْبَلِيّ', 'عَضّ', 'فائِدَة', 'تَمام', 'قَطْع', 'كَبِير', 'سِيرَة', 'مُسْنَد', 'سَمِع', 'القيلانيات', 'أَجاز', 'ٱِبْنَة', 'آخَر', 'أَثْبَت', 'شَيْخ', 'أَجاز', 'صالِح', 'كاتِب', 'فاضِل', 'مديمه', 'تِلاوَة', 'مُصْحَف', 'حَفِظ', 'عَضّ', 'عَضّ', 'مِنْهاج', 'فَرْعِيّ', 'إِلْف', 'مَأْتَى', 'زَوْج', 'الديسطي', 'طاعُون', 'تَزَوَّج', 'أَقام']"
5825,"['أُمَّة', 'خالِق', 'ٱِبْنَة', 'شَيْخ', 'صالِح', 'شَمْس', 'ٱِبْنَة', 'أَخ', 'مَجْد', 'أَزال', 'بَيْت', 'خَيْر', 'أَجاز', 'جَماعَة', 'ٱِبْنَة', 'أَجاز', 'مات', 'قَرِيب', 'ظَنّ', 'وَفَى', 'ظَنّ', 'تَأَخُّر']"
5826,"['أُمَّة', 'ٱِبْنَة', 'زَيْن', 'صَفاً', 'المنهلي', 'قاهِرِيّ', 'شَقِيقَة', 'سَمِع', 'أَب', 'عَضَّة', 'تَزَوَّج', 'شِهاب', 'حَمِد', 'أَمْر', 'أُمَّة', 'ٱِبْنَة', 'كذافي', 'مُعْجَم', 'ظَنّ', 'أُمَّة', 'خالِق', 'ماضِي', 'قَرِيب', 'حَرَّر', 'ٱِبْنَة']"
5827,"['أُمَّة', 'ٱِبْنَة', 'رِضَى', 'وَلَد', 'سَمِع', 'قُطْب', 'مَشْيَخَة', 'جُزْء', 'جامِع', 'مُعَمَّر', 'فَوْت', 'وَرَق', 'جُزْء', 'حَدِيث', 'جُزْء', 'ظَرِيف', 'حَيْران', 'ذِكْر', 'شَيْخ', 'مُعْجَم', 'تَلَفَّظ', 'إِجازَة', 'ٱِسْتِدْعاء', 'الاقفهسي', 'مات', 'رَأْس', 'قَرْن']"
5828,"['أُمَّة', 'ٱِبْنَة', 'سِراج', 'الخليلي', 'عَمّ', 'سَمَّى', 'كَتَب', 'ٱِسْتِدْعاء', 'سَعَى']"
5829,"['أُمَّة', 'ٱِبْنَة', 'إِمام', 'شَمْس', 'أَصْل', 'الصالحي', 'أُخْت', 'شَمْس', 'والِد', 'شِهاب', 'مَعْرُوف', 'عَرَف', 'أَب', 'سَمِع', 'والِد', 'دُعاء', 'أَجاز', 'حَدَث', 'خَيِّر', 'أَصِيل', 'مات', 'جُمادَى', 'آخِرَة', 'دَفَن', 'رَوْضَة', 'سَفْح', 'قُرْب', 'شَيْخ', 'مُوَفَّق', 'رَحِم', 'إِيّا']"
5830,"['أُمَّة', 'ٱِبْنَة', 'سَمِع', 'صَحِيح', 'فَوْت', 'حَجّار', 'لَقِي', 'بَعْلَبَكّ', 'قَرِيب', 'أَجاز', 'مات']"
5831,"['أُمَّة', 'ٱِبْنَة', 'شَمْس', 'زَوْج', 'وَلَد', 'مات', 'زَوْج', 'رَبِيع', 'سَنّ', 'عالِي', 'خَيِّر', 'رَحِم']"
5832,"['أُمَّة', 'ٱِبْنَة', 'سَمِع', 'أُولَى', 'فَضِيلَة', 'شَعْبان', 'لَقِي', 'مُوَفَّق', 'أَب', 'حافِظ', 'عَضّ', 'أَجاز', 'آخَر']"
5833,"['ٱِبْنَة', 'ٱِبْنَة', 'النستراوي', 'أَصْل', 'قاهِرِيّ', 'أُخْت', 'ماضِي', 'قَرِيب', 'زَوْج', 'شَيْخ', 'عَرَف', 'أَب', 'ٱِبْنَة', 'ٱِبْنَة', 'نائِب', 'سَلْطَنَة', 'صاحِب', 'مَدْرَسَة', 'قاعَة', 'مُتَجاوِر', 'داخِل', 'باب', 'قَنْطَرَة', 'وَلَد', 'تَقْرِيب', 'والِد', 'وَصَف', 'وَصِيَّة', 'مُؤَرِّخ', 'سَعَى', 'عُشارِيّ', 'سَمِع', 'زَوْج', 'شَيْخ', 'عِراقِيّ', 'مُسَلْسَل', 'شَرَف', 'الكويك', 'خَتَم', 'صَحِيح', 'أَجاز', 'خَلْق', 'صُحْبَة', 'زَوْج', 'مُفْرَد', 'حَياة', 'جاوَر', 'حِينَئِذٍ', 'حَدَث', 'حُضُور', 'شَيْخ', 'قَرَأ', 'فاضِل', 'ٱِحْتَفَل', 'كَرَّم', 'جَماعَة', 'غالِب', 'خَرَج', 'حَدِيث', 'شَيْخ', 'قَرَأ', 'حُضُور', 'أَيْض', 'حَمَل', 'شَيْء', 'رَئِيس', 'دِين', 'كَرِيم', 'راغِب', 'خَيْر', 'مجابه', 'دُعاء', 'راوَنْد', 'لَيْلَة', 'قَدَر', 'تَزَوَّج', 'شَيْخ', 'مات', 'رَبِيع', 'صَلَّى', 'جامِع', 'دَفَن', 'تُرْبَة', 'سَلَف', 'قُرْب', 'جامِع', 'وَلَد', 'أَطَلّ', 'تَرْجَمَة', 'جَوْهَر', 'رَحِم']"
5834,"['ٱِبْنَة', 'شِهاب', 'تَزَوَّج', 'فاستولدها', 'وَلَد', 'عَرَض', 'تَزَوَّج', 'ٱِبْنَة', 'شَيْخ', 'وَرِث']"
