place,geometry,toponyms,value_counts
Q3666300,Point(43.013249 37.174372),"['باتيفا, ناحية باتيفا', 'باطوفا باطوفة']",
Q11935295,Point(42.7215 36.958778055),['مردمان'],
Q2422345,Point(42.825 33.641666666),['هيت'],
Q4118751,Point(44.306972 33.3195),['حي الخضراء'],
Q750679,Point(45.283333333 31.316666666),"['السماوه, سماوة', 'السماوة']",
Q191170,Point(43.783333333 33.35),"['الفلوجه, فلوجة', 'الفلوجة']",
Q4703203,Point(44.3585 33.24963889),"['السيديه, سيدية', 'السيدية']",
Q199909,Point(44.033333333 32.616666666),"['بكربلاء, كربلا, كربلاء المقدسة', 'كربلاء']",
Q168193,Point(44.339621 32.028951),"['الكافي, النجف الاشرف, النجف الاشرف, نجف', 'النجف']",
Q803712,Point(43.493055555 34.929166666),['بيجي'],
Q366010,Point(47.15 31.833333333),"['العماره, مدينة العمارة', 'العمارة']",
Q4502049,Point(47.315277777 30.976944444),"['هوير, ناحية عز الدين سليم', 'الهوير']",
Q1029650,Point(45.250555555 32.088888888),['عفك'],
Q2562384,Point(44.388843 33.340954),"['سوق المتنبي', 'شارع المتنبي']",
Q4445103,Point(46.241666666 31.298611111),"['غراف, ناحية الغراف, ناحيه الغراف', 'الغراف']",
Q186234,Point(44.4 32.03),['الكوفة'],
Q4446399,Point(44.45 31.8833),"['سورا', 'صورا']",
Q4208785,Point(43.295 35.798611111),"['القياره, قيارة', 'القيارة']",
Q5687477,Point(44.31111111 31.31666667),"['حي الجامعه', 'حي الجامعة']",
Q173310,Point(44.4 35.466666666),['كركوك'],
Q6729149,Point(44.22484 34.03283),['الضلوعية'],
Q12214550,Point(42.63824483 36.770408),['زمار'],
Q8067575,Point(44.463086111 33.327130555),"['زيونه', 'زيونة']",
Q584605,Point(44.247622222 35.302494444),['نوزي'],
Q4166184,Point(44.489166666 31.804166666),"['مشخاب', 'المشخاب']",
Q2231235,Point(44.34361111 36.39638889),"['شقلاوا, شقلاوه', 'شقلاوة']",
Q4120023,Point(44.51177 33.31347),"['بغداد الجديده', 'بغداد الجديدة']",
Q243846,Point(44.433333333 32.483333333),"['الحلة, الحله, بالحلة, مدينة الحلة', 'الحلة']",
Q4532299,Point(45.203888888 31.528333333),"['الرميثه, رميثة', 'الرميثة']",
Q337751,Point(43.71583333 33.37861111),['نيهارديا'],
Q766309,Point(44.316667 33.783333),"['تل عكبرا', 'عكبرا']",
Q165444,Point(43.683333333 34.6),"['محافظة تكريت', 'تكريت']",
Q12229073,Point(43.487756 32.568111),"['عين التمر', 'عين تمر']",
Q110937431,Point(44.433657 35.424705),"['بنجة علي, بنجه علي', 'بنجا علي']",
Q4702196,Point(44.501104 33.313802),"['الامين, الامين الثانية', 'حي الامين']",
Q167800,Point(42.681911111 37.143611111),"['سوكوه', 'زاخو']",
Q4702665,Point(43.908888888 33.399722222),"['الكرمه العراق', 'الكرمة']",
Q1656131,Point(44.882222222 36.255),['رانية'],
Q3348058,Point(44.36213889 33.36841667),"['اعظمية, الاعظميه, الاعظمية, الاعظميه, حي الاعظمية, مدينة الاعظمية', 'الاعظمية']",
Q1004283,Point(45.383333333 34.333333333),['خانقين'],
Q6872129,Point(44.40944444 33.415),['منطقة الشعب'],
Q5990184,Point(46.18111111 35.19138889),['طويلة حلبجة'],
Q4703327,Point(44.35 33.33333333),"['وشاش', 'الوشاش']",
Q6997456,Point(44.30650055 36.8376877),['مێرگەسۆر'],
Q4703145,Point(44.41333333 33.32305556),"['شارع السعدون', 'السعدون']",
Q1023334,Point(44.63256 34.88808),"['طور خورماتو, طوز خرماتو', 'طوز خورماتو']",
Q460736,Point(43.487777777 37.092222222),"['العماديه, عمادية, قضاء ناميدي', 'العمادية']",
Q328030,Point(45.818888888 32.514722222),"['كوت العمارة', 'الكوت']",
Q619594,Point(47.5 30.31),"['ابلة', 'الابلة']",
Q192961,Point(43.299166666 33.425833333),"['مدينة الرمادي', 'الرمادي']",
Q292151,Point(44.290555555 33.2975),"['عامرية ', 'بغداد, عامريه', 'بغداد, منطقة العامرية', 'عامرية', 'بغداد']",
Q1029645,Point(44.145555555 34.014722222),"['بلد, مدينة بلد, مدينه بلد', 'قضاء بلد']",
Q152831,Point(42.983333333 36.85),['دهوك'],
Q624740,Point(43.3179 37.1095),['ارادن'],
Q4165641,Point(44.28333333 33.28333333),['حي الجهاد'],
Q5688541,Point(43.353 35.983),['حديثة الموصل'],
Q270821,Point(44.643611111 33.744722222),"['بعقوبا, بعقوبه', 'بعقوبة']",
Q1029787,Point(44.35 32.9),"['الاسكندرية, اسكندرية العراق, الاسكندريه', 'الاسكندرية']",
Q83317,Point(43.116666666 36.366666666),"['موصل, مدينة الموصل', 'الموصل']",
Q11160785,Point(44.58556462 35.88886127),['مدينة طق طق'],
Q4495294,Point(43.259444444 36.158055555),['حمام العليل'],
Q4165411,Point(46.447777777 30.896944444),['سوق الشيوخ'],
Q2123036,Point(43.26666667 37.11666667),"['ناحية بامرني', 'بامرني']",
Q12215375,Point(44.356747 33.394564),"[""sab'a abkar, sabe abkar, حي الربيع, سبع ابكار"", 'سبع ابكار']",
Q625413,Point(44.433333 33.3),"['الكرادة, الكراده, كرادة, كرادة', 'بغداد, ناحية الكرادة الشرقية', 'الكرادة الشرقية']",
Q311315,Point(44.34 33.383055555),"['الكاظميه, كاظمية, مدينة الكاظمية', 'الكاظمية']",
Q4702577,Point(44.393004 33.288189),"['الجادرية, الجادريه, جادرية', 'الجادي']",
Q20423540,Point(44.34972222 33.99555556),['ناحية يثرب'],
Q4702633,Point(44.28333333 33.28333333),['حي الجهاد'],
Q179843,Point(43.58333333 35.78333333),['مخمور'],
Q2353893,Point(44.936944444 33.978611111),"['المقداديه, مقدادية', 'المقدادية']",
Q4533372,Point(44.646666666 31.583611111),"['الشنافيه, شنافية', 'الشنافية']",
Q4523051,Point(43.240555555 35.485833333),"['شرقاط', 'الشرقاط']",
Q4117947,Point(44.424638888 33.414388888),['حي اور'],
Q1029634,Point(40.283333333 33.033333333),"['الثميله, الرطبه, رطبة', 'الرطبة']",
Q3777050,Point(44.4 33.31666667),"['حي الكرخ, كرخ', 'الكرخ']",
Q12188056,Point(45.17727 32.75884),"['ناحية الزبيدية', 'الزبيدية']",
Q605544,Point(45.983333333 35.183333333),"['حلبچة, هلبجة', 'حلبجة']",
Q4119728,Point(43.533333333 33.383333333),"['الخالديه, مدينة الخالدية', 'الخالدية']",
Q1150394,Point(43.096666666 36.734166666),"['القوش, قوش', 'القوش']",
Q375685,Point(44.75 33.75),['اشنونة'],
Q944368,Point(42.3725 34.139722222),['حديثة'],
Q7679911,Point(42.409 36.287),['مطار تلعفر العسكري'],
Q195128,Point(45.083333 32.266667),"['ابا صلابيخ, ابي صلابيخ', 'ابو صلابيخ']",
Q4704943,Point(38.937421 33.433188),"['الوليد مدينة, الوليد ناحيه, مدينة الوليد, ناحية الوليد', 'الوليد']",
Q20031993,Point(42.45428 36.374552),['قلعة تلعفر'],
Q10950935,Point(43.651111111 37.055),"['ناحية ديرلوك', 'ديرلوك']",
Q5013269,Point(43.5428 34.6731),['قاعدة سبايكر الجوية'],
Q24885007,Point(43.1675 37.231111),['جلك العراق'],
Q809686,Point(44.033333 36.916667),['ناحية بارزان'],
Q988430,Point(44.248055555 33.838888888),"['دجيل', 'الدجيل']",
Q56230655,Point(44.3522224 33.3553518),['الشالجية'],
Q5765189,Point(46.119916666 35.22975),['بيارة'],
Q955690,Point(41.87656 36.3209),"['سنجر', 'سنجار']",
Q4122022,Point(44.351611111 36.551666666),['ناحية حرير'],
Q5684772,Point(43.7739944 35.323249),"['الحويجه, حويجة', 'الحويجة']",
Q4703278,Point(43.59 33.339444),['قاعدة التقدم الجوية'],
Q910253,Point(45.480555555 31.838055555),['كيشورا'],
Q556617,Point(43.993611111 36.229166666),"['عنكاوة, عينكاوا, عينكاوة, عينكاوه', 'عنكاوا']",
Q111492785,Point(44.389166666 33.34),['محلة الدنكجية'],
Q4062227,Point(46.09011111 30.93575833),"['قاعدة طليل الجوية', 'قاعدة الامام علي الجوية']",
Q12232529,Point(45.38333333 35.3),"['قرة داغ, قرداغ', 'قره داغ']",
Q4529794,Point(44.933055555 32.1375),"['دغارة', 'الدغارة']",
Q110699931,Point(44.386648 33.331531),"['منطقة بغدادية قديمة وسوق وكراج نقل مهم', 'علاوي الحلة']",
Q2625858,Point(45.128611111 36.181111111),"['دزه, قلعة دزة, قلعة دزه, قلعه دزه', 'قلدز']",
Q1778824,Point(44.628611111 36.082777777),"['كوية, كويسنجق', 'كوي سنجق']",
Q335021,Point(44.065555555 33.291944444),"['ابو غريب مدينه, ابي غريب مدينة, ابو غريب مدينة, مدينة ابو غريب, مدينة ابوغريب, مدينة ابي غريب, مدينة ابو غريب, مدينة ابوغريب', 'ابو غريب']",
Q619707,Point(44.252153 33.058829),['سيبار'],
Q110765381,Point(44.338114 32.006647),['الحنانة النجف'],
Q740952,Point(45.8877 31.6674),['اوما'],
Q3564922,Point(44.361334 33.300848),['قصر السلام'],
Q21666192,Point(45.515277777 35.637222222),['سيتك'],
Q25630332,Point(45.86666667 35.35),['سيد صادق مدينة'],
Q3928141,Point(43.56777778 33.37694444),['قاعدة القوات الجوية الملكية الحبانية'],
Q501259,Point(45.28520718 31.93351249),"['ايسين, ايسين', 'ايسن']",
Q6794371,Point(45.41666667 35.9),['ماوت'],
Q441380,Point(44.14361111 35.75333333),"['التن كوبري, التون كوبري, التون كوبري, التن كوبري', 'التون كوبري']",
Q188395,Point(45.230833333 32.126111111),['نفر'],
Q200200,Point(43.2625 35.456666666),"['قلعة الشرقاط, مدينة اشور', 'اشور']",
Q579438,Point(44.524722222 36.611944444),['رواندز'],
Q12195961,Point(45.50847928 34.82468607),"['باوه نور', 'باوة نور']",
Q1029552,Point(43.798888888 34.4575),['الدور'],
Q7294835,Point(44.4969 33.2753),['قاعدة الرشيد الجوية'],
Q244746,Point(45.853611111 31.285833333),['لارسا'],
Q767525,Point(44.234166666 33.509166666),"['تاجي, قضاء التاجي', 'التاجي']",
Q132272,Point(44.65 32.55),['كيش'],
Q56230635,Point(44.3075306 33.377854),['جكوك'],
Q7406286,Point(44.74916667 34.165),['مطار ولي عباس الثانوي'],
Q853946,Point(46.15 31.61666667),['جيرسو'],
Q253208,Point(43.22931 36.50953),['دور شروكين'],
Q1573999,Point(45.49888889 33.85638889),['حمرين'],
Q421302,Point(43.894444444 36.759722222),"['اكري, عقره', 'عقرة']",
Q4531414,Point(44.656944444 32.374444444),['الهاشمية'],
Q12216705,Point(44.66671 34.79428),['سليمان بيك'],
Q109673798,Point(44.511848 33.350653),"['حي الخنساء, حي المامون', 'الكمالية بغداد']",
Q311336,Point(43.709151 34.527596),['العوجة'],
Q6753494,Point(47.85500558 30.52869696),['تنومة'],
Q2354244,Point(41.908333333 34.479166666),"['راوه', 'راوة']",
Q4703502,Point(42.43333333 33.8),['قاعدة عين الاسد الجوية'],
Q29512591,Point(44.65361111 32.39638889),['المدحتية'],
Q5990237,Point(45.37154899 35.582988),['سرجنار'],
Q804598,Point(45.077777777 33.696111111),['بلدروز'],
Q12198999,Point(45.12077778 34.19055556),"['قزلرباط', 'بلدة السعدية']",
Q111381593,Point(43.145011 36.356943),['الحي الزراعي'],
Q4532645,Point(44.539166666 30.504444444),['السلمان'],
Q12184507,Point(45.87747295 31.11887202),"['البطحاء العراق, ناحية البطحاء', 'البطحاء']",
Q392725,Point(45.509761111 31.777363888),"['شروباك', 'شوروباك']",
Q12213066,Point(44.978859 36.68058195),['رايات'],
Q109518287,Point(43.652592 34.654934),['القادسية تكريت'],
Q4783051,Point(43.41 32.75),"['الرحاليه, رحالية', 'الرحالية']",
Q4840612,Point(43.33333333 37.05),['باده رشك'],
Q4793768,Point(44.608055555 36.066944444),['ارموطا'],
Q4120374,Point(44.276388888 32.783888888),"['مسيب', 'المسيب']",
Q1024160,Point(44.153611111 33.464444444),['الجوادين'],
Q1372270,Point(46.004444444 31.382777777),"['باد-تيبيرا, باطبريا', 'باد تيبيرا']",
Q5439109,Point(42.3775 37.06805556),"['فيش خابور', 'فيشخابور']",
Q4121860,Point(43.58722222 36.50338889),['بردرش'],
Q1017666,Point(43.303344 36.771397),"['معبد لالش, وادي لالش', 'لالش']",
Q2617652,Point(44.520277777 33.851111111),['الخالص'],
Q3744534,Point(47.761111111 30.584722222),"['ناحية الهارثة', 'الهارثة']",
Q4118073,Point(46.72805556 32.12805556),['علي الشرقي'],
Q5653413,Point(42.3544 34.0891),"['الحقلانيه, حقلانية', 'الحقلانية']",
Q4704869,Point(44.373779 33.664354),"['الطارميه, طارمية', 'الطارمية']",
Q1659846,Point(43.41666667 36.21666667),['بلاوات'],
Q2627750,Point(41.981944444 34.368611111),"['عانه, عنة, عنه, مدينة عانة', 'عانة']",
Q4077311,Point(44.543333333 33.565555555),"['مدينة خان بني سعد', 'خان بني سعد']",
Q1724848,Point(42.846388888 36.857777777),"['سيميل', 'سميل']",
Q2619715,Point(43.379166666 36.351666666),"['البرطلة, برطله', 'برطلة']",
Q2418956,Point(43.12 36.490833333),"['تل كيف', 'تلكيف']",
Q5988644,Point(44.10555556 37.06166667),['بندرو'],
Q2617657,Point(44.221111111 32.541944444),"['قضاء الهندية, الهنديه, طويريج', 'الهندية']",
Q4119719,Point(42.615833333 33.5925),"['كبيسه', 'كبيسة']",
Q5750762,Point(44.5 33.78333333),['هبهب'],
Q5989833,Point(44.3222 36.629),['بنوكه'],
Q6402303,Point(47.885 30.19694444),['خور الزبير'],
Q4866099,Point(45.693055555 35.544444444),['برزنجة'],
Q4704380,Point(47.79026415 30.55648722),['المعقل'],
Q5625987,Point(39.00270833 32.73827222),['طريبيل'],
Q4531376,Point(45.75 32.33333),"['ناحية الكفل', 'الكفل']",
Q3127717,Point(41.6 34.433333),['حرضوم'],
Q4119311,Point(43.1428 36.9058),"['زاويته', 'زاويتة']",
Q4115974,Point(43.412777777 36.303611111),"['كرملس, كرملش', 'كرمليس']",
Q2353905,Point(40.987643 34.391185),['القائم'],
Q4702438,Point(42.73088 35.572888),"['مدينه الحضر', 'مدينة الحضر']",
Q1193666,Point(44.5 32.15),['دلبات'],
Q6385625,Point(44.857083 36.088722),['كلكان'],
Q4994771,Point(40.9884453 34.3914707),"['حصيبه توضيح', 'حصيبة']",
Q4702666,Point(41.03083333 34.38361111),"['الكرابله مدينه, مدينة الكرابلة', 'الكرابلة']",
Q1074177,Point(45.8767 31.7433),['زابالا'],
Q1382440,Point(45.555 33.748055555),['مندلي'],
Q2352066,Point(44.253055555 33.079166666),"['اليوسفيه', 'اليوسفية']",
Q4837020,Point(43.25444444 36.71833333),['باعذرة'],
Q2349664,Point(45.412777777 32.556111111),"['النعمانيه, نعمانية', 'النعمانية']",
Q4831985,Point(44.065 36.86194444),['زيبار'],
Q3160754,Point(45.177777777 34.277222222),"['قزل رباط', 'جلولاء']",
Q6315043,Point(44.1944 32.8744),"['ناحية الشوملي, ناحية الكفل, جرف الصخر بلدة, جرف النصر', 'جرف الصخر']",
Q5990270,Point(44.4079 36.6089),"['خليفان', 'اربيل', 'ناحية خليفان']",
Q3673817,Point(44.887389 36.635781),['جومان'],
Q3807520,Point(48.0248 30.4484),['جيكور'],
Q2995584,Point(43.3775 36.270833333),"['بخديدا, بغديده, قرةقوش, قره قوش', 'بغديدا']",
Q4164784,Point(44.976944444 31.724444444),"['الحمزة الشرقي, الحمزه', 'الحمزة']",
Q4842944,Point(43.3375 36.45472222),['بحزاني'],
Q4120030,Point(42.254722 32.041111),"['نخيب', 'النخيب']",
Q1629729,Point(40.202222222 34.007777777),['مقر الديب'],
Q4865951,Point(42.389166666 34.099166666),"['البروانة, بروانه', 'بروانة']",
Q4115673,Point(43.103722222 36.597422222),"['قرية تللسقف', 'تللسقف']",
Q4829588,Point(42.50916667 37.01972222),"['افزروك', 'افزروك']",
Q3211485,Point(41.79777778 36.23111111),['القحطانية مدينة عراقية'],
Q4746767,Point(43.86549 33.165289),"['العامرية الفلوجة, عامرية فلوجة, عامريه الفلوجه', 'عامرية الفلوجة']",
Q4986179,Point(42.38916667 36.59138889),['البوغة'],
Q2574582,Point(45.21666667 32.4),['مشكان- شابير'],
