place,geometry,toponyms,value_counts
Q593156,Point(62.119444444 32.343611111),['فراه'],
Q2497882,Point(62.14 33.303611111),['شيندند'],
Q826769,Point(65.14 31.73944444),['مايواند'],
Q21752345,Point(62.635 31.444),['خاش'],
Q477148,Point(68.7 35.95),"['بولي خمري', 'بل خمري']",
Q800126,Point(69.265 34.946388888),['قاعدة بغرام'],
Q685808,Point(71.152777777 34.874166666),"['اسعد اباد', 'اسد اباد']",
Q309345,Point(64.75 35.933333333),['میمنه'],
Q807234,Point(68.944722222 33.969166666),['بره کی برک'],
Q857845,Point(69.408 37.169),['اي خانم'],
Q944395,Point(69.166666666 35.016666666),['شاريكار'],
Q989293,Point(65.876667 32.624167),['ترين كوت'],
Q1982148,Point(69.515277777 35.313055555),['بازارك'],
Q721468,Point(69.366666666 34.4),['منجم ايناك'],
Q21754950,Point(69.23778 35.11833),['جبل سراج'],
Q814388,Point(69.233333333 34.933333333),['باغرام'],
Q5667883,Point(68.63647222 33.321),['سارديه باند'],
Q1649301,Point(65.927777777 36.221388888),['ساريبول'],
Q26396,Point(63.12 34.99),['قلعه نو'],
Q1023669,Point(70.916667 35.416667),['بارون'],
Q1894503,Point(64.116666666 31.516666666),"['مارجه', 'مرجة']",
Q467632,Point(69.229722222 33.593055555),['غرديز'],
Q3867397,Point(63.31666667 35.55),"['بالا مرغاب', 'بالامرغاب']",
Q2394475,Point(65.66111111 31.69972222),['تاروك كولاشي'],
Q3364500,Point(67.4169 37.2169),['هيرتان'],
Q4662867,Point(63.266666666 34.866666666),['اب بخش افغانستان'],
Q2502256,Point(68.95 34.58333333),['بغمان'],
Q4115284,Point(61.066667 34.666667),"['اسلام قلعه, اسلام قلعة', 'اسلام قلعة']",
Q2456350,Point(64.540277777 31.456111111),['لشكر كاه'],
Q2457742,Point(64.83388889 32.07333333),['سنجين'],
Q4801171,Point(70.166944444 37.077777777),['ارتين جلو'],
Q4860736,Point(70.318611 37.815278),['باريكي'],
Q5198313,Point(62.2833 35.25),['تورغوندي'],
Q5922649,Point(70.501666666 37.756944444),['حوض شاه بالا'],
Q5997260,Point(66.11166667 32.23305556),['البك'],
Q6355885,Point(70.1936 37.9194),['كمر'],
Q6373621,Point(62.59 34.49),['كرخ'],
Q6362929,Point(67.9 34.966666666),['كانغور'],
Q6433144,Point(62.548333333 34.871388888),['كوشك كهنه'],
Q6345144,Point(62.09861111 32.32333333),['كاداناك'],
Q6403261,Point(70.2194 37.8886),['خواهان'],
Q6362935,Point(70.151666666 36.750555555),['كانغورتشي'],
Q6431394,Point(70.7725 36.028611111),['كران ومنجان'],
Q7461875,Point(67.821667 34.826389),['شهر غلغلة'],
Q6938509,Point(63.132777777 35.824444444),"['مروجاق, مورجاق, موريتشاق', 'موريجاق']",
Q7506566,Point(67.08 36.923888888),['سياه غرد'],
Q12206691,Point(67.6347 32.7261),['جيلان'],
Q15917258,Point(70.2222 37.8914),['ششمة توت'],
Q16899544,Point(70.4267 37.8344),['روينزار'],
Q16901394,Point(70.37527778 37.74944444),['تيجكيل'],
Q16893311,Point(70.2606 37.8494),['خمي توغ'],
Q16893310,Point(70.2467 37.8628),['خمي بهار'],
Q16746119,Point(70.4522 37.8158),['جروو بالا'],
Q16904586,Point(70.5575 37.5917),['زيركي'],
Q15917253,Point(70.2181 37.7414),['شوس نوكيل'],
Q16899929,Point(70.415 37.7511),['سيل_دون'],
Q15917252,Point(70.3528 37.7553),['شينغ_دره'],
Q16890293,Point(70.4108 37.7344),['شدغه'],
Q16896436,Point(70.2617 37.8931),['بريخم'],
Q17059787,Point(70.47527778 37.76888889),['دريل'],
Q20732382,Point(70.388333333 37.75),['غليل'],
Q16841542,Point(70.2322 37.8711),['بيد_خواه'],
Q16900016,Point(70.4678 37.7492),['شاليل'],
Q16893376,Point(70.3639 37.7275),['خنكان'],
Q16896481,Point(70.2125 37.8981),['باشهر_اباد'],
Q594501,Point(66.398055555 31.008055555),['سبين بولدك'],
Q16899786,Point(70.2217 37.8842),['سنك_اب'],
Q16726964,Point(70.3847 37.7839),['سفيد_سنكان'],
Q16892913,Point(70.4064 37.8406),['جروو بايين'],
Q16900015,Point(70.21 37.8939),['شهر_نو'],
Q16726960,Point(70.2739 37.9489),['سفيداب'],
Q16830126,Point(70.2236 37.8769),['دولت اباد خواهان'],
Q16893657,Point(70.2442 37.9236),['كولدره'],
Q16895655,Point(70.1892 37.8703),['نماز_بس'],
Q16904435,Point(70.3806 37.7558),['زردو'],
Q16893956,Point(70.4583 37.7681),['لال_مرغ'],
Q16954244,Point(70.17888889 37.91805556),['دربندك'],
Q16895565,Point(70.4564 37.7164),['موشك_مارش'],
Q16895993,Point(70.2236 37.8769),['نو اباد'],
Q16892974,Point(70.3908 37.7581),['جوي سلوك'],
Q16962044,Point(70.28 37.85833333),['دودرغه'],
Q16899827,Point(70.3789 37.7586),['سر_بلند'],
Q16836952,Point(70.2194 37.8886),['باغ_سنغك'],
Q16746124,Point(70.3875 37.7522),['امبران'],
Q16891988,Point(70.293333333 37.926666666),['غوزون'],
Q15917243,Point(70.3831 37.7417),['لغمان'],
Q15917267,Point(70.3108 37.8297),['بوستانك'],
Q16904437,Point(70.4489 37.7556),['زريش'],
Q16899848,Point(70.2233 37.8375),['سيد_اباد'],
Q16893375,Point(70.2186 37.8572),['خير اباد'],
Q386682,Point(69.916666666 33.333333333),['خوست'],
Q1136681,Point(44.517222 33.137222),"['سلوقيه', 'سلوقية']",
Q625134,Point(44.341688888 32.391997222),['بورسيبا'],
Q277966,Point(20.8 -6.416666666),['تشيكابا'],
Q205327,Point(22.416666666 -5.896111111),['كانانغا'],
Q674175,Point(26.6 -10.87),['كامبوف'],
Q923687,Point(29.1379 -3.4044),['اوفيرا'],
Q857577,Point(14.866666666 -5.25),['مبانزا نغونغو'],
Q899873,Point(27.616666666 2.783333333),['اسيرو'],
Q2589060,Point(14.43 -5.55),['كيمبيزي'],
Q2594467,Point(19.598579 -4.959615),['ايديوفا'],
Q211070,Point(18.260277777 0.048611111),['مبانداكا'],
Q732801,Point(29.19471 -5.94749),['كاليمي'],
Q18780,Point(26.733333333 -10.983333333),['ليكاسي'],
Q146723,Point(25.191111111 0.515277777),['كيسانغاني'],
Q848403,Point(20.58638 -4.33111),['ايليبو'],
Q3838,Point(15.313888888 -4.331666666),['كينشاسا'],
Q371532,Point(21.51 2.14),['ليسالا'],
Q261887,Point(18.816666666 -5.033333333),['كيكويت'],
Q2915071,Point(25.83333333 -9.2),['بوكاما'],
Q969880,Point(23.45 -7.0),['مويني-ديتو'],
Q817269,Point(29.47306 0.49113),['بني'],
Q581179,Point(24.99798 -8.73508),['كامينا'],
Q1081284,Point(27.25 -11.76),['كيبوشي'],
Q518785,Point(29.299 0.1251),['بوتمبو'],
Q319660,Point(23.5967 -6.1209),['مبوجي-مايي'],
Q1102132,Point(24.441404 0.767475),['يانغامبي'],
Q2592149,Point(28.57 -12.75),['ساكانيا'],
Q1006137,Point(23.596388888 -3.524166666),['لوديا'],
Q211073,Point(13.483333333 -5.816666666),['ماتادي'],
Q204381,Point(29.233611111 -1.679444444),['غوما'],
Q1102117,Point(19.802777777 1.222222222),['باسنكوسو'],
Q187593,Point(27.458055555 -11.669722222),"['لوبومباتشي', 'لوبومباشي']",
Q2471469,Point(26.91 -6.05),['كابالو'],
Q736905,Point(24.74 2.82),['بوتا'],
Q3297273,Point(15.395 -4.363055555),"['ماسينا, كينشاسا']",
Q1101913,Point(23.6 1.233333333),['باسوكو'],
Q270225,Point(25.916666666 -2.95),['كيندو'],
Q693554,Point(23.966666666 -6.75),['جانداجيكا'],
Q271404,Point(25.466666666 -10.716666666),['كولويزي'],
Q1004822,Point(22.46 2.19),['بومبا'],
Q1015069,Point(22.333333 -10.683333),['ديلولو'],
Q223917,Point(13.05 -5.85),['بوما'],
Q1006116,Point(19.766666666 3.25),['جيمينا'],
Q451850,Point(22.6825 -8.55916667),['موسومبا'],
Q222279,Point(28.866666666 -2.5),['بوكافو'],
Q2878913,Point(27.16028 0.99722),['بوافاسندي'],
Q1102126,Point(16.9225 -3.017222222),['موشي'],
Q417523,Point(23.78 2.74),['اكيتي'],
Q2594437,Point(16.24 -2.16),['بولوبو'],
Q2909998,Point(23.67 3.81),"['بوندو', 'جمهورية الكونغو الديمقراطية']",
Q3346723,Point(28.01666667 -5.95),['نايونزو'],
Q2850355,Point(26.95 -6.75),['انكورو'],
Q616131,Point(20.86 -0.22),['بويندي'],
Q2910050,Point(21.05 1.51),['بونغاندانغا'],
Q6358138,Point(25.248055 -8.626667),['قاعدة كامينا الجوية'],
Q3286489,Point(27.454491666 -7.294702777),"['مانونو', 'جمهورية الكونغو الديمقراطية']",
Q2883771,Point(29.0827 -4.09386),['باراكا'],
Q2902592,Point(18.13277778 -0.72777778),['بيكورو'],
Q648298,Point(30.25 1.566666666),['بونيا'],
Q587152,Point(26.66 -4.45),['كاسونغو'],
Q3086891,Point(23.266666666 -1.183333333),['اكيلا'],
Q1015063,Point(28.9 -8.483333333),['بويتو'],
Q1986207,Point(29.717 -7.067),"['موبا', 'جمهورية الكونغو الديمقراطية']",
Q383736,Point(18.58333333 -4.55),"['بولونغو', 'باندوندو']",
Q1103496,Point(26.616666666 -2.566666666),"['كاليما', 'جمهورية الكونغو الديمقراطية']",
Q943652,Point(18.28 -1.94),['ريف اينونغو'],
Q736061,Point(17.38333 -3.31667),['باندوندو'],
Q3191660,Point(24.48333 -6.13333),['كابيندا'],
Q4086832,Point(20.5219 2.3744),['بنغا'],
Q3237716,Point(18.63333333 3.65),['ليبنغي'],
Q3090648,Point(12.93333333 -4.96666667),['تشيلا'],
Q3566727,Point(29.51666667 3.03333333),['واتسا'],
Q3200811,Point(16.2 -3.16666667),['كواموث'],
Q3193663,Point(15.168055555 -4.593888888),['كاسانغولو'],
Q3088094,Point(27.0 -5.4),['كونغولو'],
Q3022059,Point(22.266666666 -5.5),"['ديمبا', 'جمهورية الكونغو الديمقراطية']",
Q6899470,Point(30.046234 1.935157),['مونغبوالو'],
Q6748616,Point(19.533327777 -4.049913888),['محافظة مانجي'],
Q8047135,Point(22.44902 3.71451),['ياكوما'],
Q291912,Point(18.350277777 30.629444444),"['ميناء السدرة, ميناء سدرا, ميناء سدرا النفطي, ميناء سدرة, ميناء سدرة النفطي', 'ميناء السدرة النفطي']",
Q1018215,Point(12.526666666 32.062777777),"['مدينة يفرن, مدينة يفرن - جبل نفوسة, يفرن المدينة', 'يفرن']",
Q3645598,Point(20.120277777 30.952222222),['الزويتينة'],
Q1995276,Point(13.0111 32.8172),"['زنزور', 'جنزور']",
Q58462,Point(18.415747 30.587238),"['راس لانوف', 'راس لانوف']",
Q10266860,Point(10.45 30.15),['درج'],
Q526822,Point(13.933611111 25.913611111),['مرزق'],
Q36046,Point(23.0053 32.5325),"['ام ارزم', 'ام الرزم']",
Q182092,Point(23.95 32.083333333),"['المقابل لكريت طبرق', 'طبرق']",
Q867102,Point(13.016666666 32.166944444),"['مدينة غريان', 'غريان']",
Q131323,Point(15.090138888 32.377777777),"['مسراتا, مصراته', 'مصراتة']",
Q3579,Point(13.18746 32.87519),['طرابلس'],
Q5121128,Point(14.446111111 32.53),"['سد وادي كعام, نهر وادي كعام, نهر وداي كعام, وادى كعام', 'وادي كعام']",
Q40816,Point(20.066666666 32.116666666),"['برنيق, بنغازى, ينغازي, يوسيبريدس', 'ليبيا', 'بنغازي']",
Q231167,Point(12.083333333 32.933333333),"['ات ويلول, زوارا', 'زوارة']",
Q136818,Point(22.028 24.8994),['بوزيمة'],
Q134086,Point(23.3 24.216666666),['الكفرة'],
Q1642670,Point(13.634444444 32.433888888),"['ترهونه', 'ترهونة']",
Q35784,Point(21.755 32.762777777),"['بيضا ليتوريا, بيضاء', 'البيضاء']",
Q1087848,Point(15.248888888 31.451111111),"['ابو قرين', 'ابو قرين']",
Q41339,Point(19.199444444 30.255833333),['العقيلة'],
Q192918,Point(12.48845 32.79335),"['Jamahiriya, Sabratah, صبراتا, صبراته, صبراثا', 'صبراتة']",
Q3976467,Point(13.07638889 32.7175),"['السواني', 'سواني بن ادم']",
Q207259,Point(14.5725 32.463888888),['زليتن'],
Q141687,Point(25.081821 31.756018),"['بردية, ميناء البردية', 'البردية']",
Q1991249,Point(15.940277777 29.121111111),['هون'],
Q209393,Point(10.175 24.961111111),['غات'],
Q28747858,Point(13.009949 26.525887),"['الغريفه', 'الغريفة ليبيا']",
Q20399771,Point(13.508051 26.087511),"['وادي عتبة تساوة', 'تساوة']",
Q312307,Point(13.021111111 32.530833333),"['العزيزيه', 'العزيزية']",
Q104656158,Point(12.489245 32.804571666),['السراديب المسيحية صبراتة'],
Q132409,Point(10.981111111 31.868611111),['نالوت'],
Q36060,Point(20.250277777 31.668611111),['سلوق'],
Q244230,Point(13.98354 31.74554),"['بنى وليد, بني وليدليبيا', 'بني وليد']",
Q246402,Point(13.2333 32.8833),"['سوق الجمعه', 'سوق الجمعة']",
Q36219,Point(19.573888888 30.406111111),"['ميناء البريقة', 'مرسى البريقة']",
Q36053,Point(20.014444444 31.657222222),['قمينس'],
Q44112,Point(21.85 32.816666666),"['قورينا, قورينة, قوريني, ملوك قورينا', 'شحات']",
Q4118583,Point(13.1858 32.9022),['فشلوم'],
Q126308,Point(21.2528 32.5619),"['البياضه, بياضه', 'البياضة']",
Q1196877,Point(14.268611111 27.545833333),"['البراك', 'براك']",
Q8067498,Point(13.2043 32.8955),['زاوية الدهماني'],
Q4888033,Point(20.269444444 32.096944444),['بنينا'],
Q208389,Point(14.433333333 27.033333333),['سبها'],
Q137320,Point(21.286944444 29.108055555),"['اوجلا, الاواجلة, اوجلة', 'اوجلة']",
Q864959,Point(23.47976667 31.59386944),['بئر حكيم'],
Q1424460,Point(12.766666666 26.583333333),"['اوباري, مدينة اوباري', 'اوباري']",
Q12694250,Point(11.9 32.47083333),['قاعدة الوطية الجوية'],
Q84168,Point(13.175555555 32.685277777),"['باب بن غشير, بن غشير, حي باب بن غشير', 'قصر بن غشير']",
Q84169,Point(22.76666667 32.58333333),['مرتوبة'],
Q45829,Point(20.951888888 32.707138888),"['بطولومايس, بطولوميس, بطوليمايس, بوطلمايوس', 'بتوليمايس']",
Q117397,Point(13.716666666 32.75),"['القرابوللي, القربوللي, القره بوللي, قصر القره بوللي', 'قصر خيار']",
Q117712,Point(12.0167 31.95),"['فساطو', 'جادو']",
Q2641357,Point(14.704527777 31.461833333),['قصر بنات'],
Q117408,Point(25.039722222 31.575833333),"['امساعد, امساعد', 'امساعد']",
Q211866,Point(22.633333333 32.766666666),"['ايراسا, دارنيس, درنه', 'درنة']",
Q192237,Point(9.5 30.133333333),['غدامس'],
Q68385,Point(10.6625 31.942222222),['وازن'],
Q291289,Point(21.827222222 21.706111111),['قاعدة معطن الصارة الجوية'],
Q117564,Point(18.0736 30.8068),['بن جواد'],
Q84160,Point(14.5603 24.2622),['تجرهي'],
Q2120559,Point(13.4186 30.4201),['القريات الغربية'],
Q209025,Point(13.0 32.7986),"['مشاشطة', 'المشاشطة']",
Q2271093,Point(13.34 32.881944444),"['التاجوراء, تاج اورا, تاجورا', 'تاجوراء']",
Q209032,Point(21.674722222 32.630277777),"['قرية عمر المختار', 'عمر المختار']",
Q1165637,Point(10.45333333 30.16277778),"['مدينة درج', 'درج']",
Q136832,Point(22.008 24.1903),['الربيانة'],
Q117654,Point(13.066666666 26.533333333),"['جرمه ليبيا', 'جرمة']",
Q652067,Point(22.745 32.542),"['مطار درنة', 'مطار مرتوبة']",
Q4704169,Point(16.001111111 29.198055555),"['مطار الجفرة', 'قاعدة الجفرة الجوية']",
Q36216,Point(17.833055555 30.783055555),['النوفلية'],
Q209753,Point(13.35 32.86666667),"['شعبية تاجوراء والنواحي الاربعة, شعبيه تاجوراء والنواحي الاربع, محافظة تاجوراء والنواحي الاربع', 'شعبية تاجوراء والنواحي الاربع']",
Q3607155,Point(13.2697 32.8133),['عين زارة'],
Q36372,Point(21.5366 29.0284),['جالو'],
Q68382,Point(13.266666666 27.5),['ادري'],
Q68301,Point(16.658888888 31.059444444),['قصر ابو هادي'],
Q245706,Point(20.1683 31.9281),['النواجية'],
Q3298304,Point(11.5 32.016666666),['بدر'],
Q5208364,Point(14.836876054 32.40634447),"['دافنية', 'الدافنية']",
Q864966,Point(12.5697 32.3125),['بئر الغنم'],
Q4118353,Point(24.7 31.9167),['بئر الاشهب'],
Q287365,Point(14.5661 24.2451),"['الويغ', 'مشروع الويغ الزراعي']",
Q650227,Point(15.0525 31.970833333),['تاورغاء'],
Q3123958,Point(11.865833333 32.95),"['زليطن, زليطين', 'زلطن']",
Q202991,Point(20.225277777 30.755555555),"['اجدابيا, شعبية اجدابيا', 'اجدابيا']",
Q171279,Point(21.516666666 29.016666666),['رشيدة'],
Q171532,Point(21.633333333 29.283333333),"['اجخرة, اجخرة', 'اجخرة']",
Q2217718,Point(21.862222222 32.827777777),['شحات'],
Q310381,Point(14.264444444 32.649722222),"['مدينة الخمس', 'الخمس']",
Q3791554,Point(12.887 32.797),['الماية'],
Q61102,Point(12.25291 31.93155),"['زنتان', 'الزنتان']",
Q4023902,Point(24.7478 31.9706),['زاوية جنزور'],
Q1755435,Point(23.05 32.333333333),"['تميمي', 'التميمي']",
Q3663184,Point(15.116666666 26.166666666),['زويلة'],
Q1788306,Point(20.572222222 32.532222222),"['ارسينو, ارسينوي, العقورية, توخيرا, توكره', 'توكرة']",
Q4703445,Point(23.9253 31.8636),['العدم'],
Q986766,Point(12.6944 32.0683),['ككلة'],
Q4705076,Point(13.15 32.1667),['الاوربان'],
Q1239492,Point(19.425555555 30.2925),['قرية بشر'],
Q2075535,Point(12.571666666 32.756666666),['صرمان'],
Q4117083,Point(15.784569444 26.39455),['تمسة'],
Q2719867,Point(14.04 32.582222),"['امسلاتة, امسلاتة, امسلاتة, مسلاته', 'مسلاتة']",
Q3759194,Point(12.7826 32.7778),['جوددائم'],
Q390498,Point(21.626388888 32.751666666),['مسة'],
Q2266662,Point(12.985277777 31.449444444),"['مزده', 'مزدة']",
Q3648087,Point(17.551111111 28.548888888),"['زله', 'زلة']",
Q2401733,Point(22.2667 32.8667),"['اثرون, اثرون, الاثرون, ايرثرون, لاثرون', 'الاثرون']",
Q3849569,Point(17.2789 31.0544),"['الهراوة', 'هراوة']",
Q285287,Point(14.575833333 24.928888888),"['وادي الحكمة', 'القطرون']",
Q3646460,Point(21.963055555 32.896666666),"['مدينة سوسة', 'سوسة']",
Q1051137,Point(12.376111111 32.756944444),"['عجيلات', 'العجيلات']",
Q1496620,Point(23.3575 32.145277777),['عين الغزالة'],
Q647345,Point(11.3397 31.8444),['كاباو'],
Q4782537,Point(21.579 32.7521),['اقفنطة'],
Q6159613,Point(20.9831 32.3047),"['جردس الاحرار', 'جردس العبيد']",
Q427646,Point(20.833888888 32.486666666),"['المرج', 'المرج']",
Q4985564,Point(15.7331 31.3997),['بويرات الحسون'],
Q5526636,Point(24.7903 31.8514),['قصر الجدي'],
Q6356437,Point(24.481388888 31.905277777),['كمبوت'],
Q5509435,Point(16.35 27.8333),['الفقها'],
Q510927,Point(20.944747222 32.705411111),['طلميثة'],
Q5351539,Point(19.988888888 31.589166666),['المقرون'],
Q3646204,Point(20.5 32.1331),['بو مريم'],
Q1366684,Point(14.5833 31.3333),"['بني وليد, شعبيه بني وليد', 'شعبية بني وليد']",
Q807913,Point(20.8928 32.4983),"['البرقه, المرج القديم, بارشي, باركا, باركي, برقة مدينة, برقه, بركا, مدينة برقة', 'المرج القديمة']",
Q291085,Point(12.63 31.9969),['القواليش'],
Q3297277,Point(21.997777777 32.786666666),"['الابرق', 'الابرق']",
Q5086678,Point(21.204444444 32.211944444),['الخروبة'],
Q3495154,Point(12.0611 32.8528),"['مدينة الجميل', 'الجميل']",
Q4676146,Point(23.698888888 32.052777777),['عكرمة ليبيا'],
Q4119373,Point(22.2833 32.1667),"['مخيلي', 'المخيلي']",
Q3646468,Point(19.216666666 29.233333333),['مرادة'],
Q5351257,Point(22.666666666 32.25),['العزيات'],
Q45826,Point(21.9667 32.9),"['ابولونيا', 'ابولونيا']",
Q1051953,Point(10.55 25.7833),"['سردليس', 'العوينات']",
Q1052541,Point(20.9886 32.5558),"['العويليه, عويلية', 'العويلية']",
Q2499392,Point(12.164781 32.044561),['قصر الحاج'],
Q2487060,Point(15.7847 29.0669),"['سوكنه', 'سوكنة']",
Q5648241,Point(21.520833333 32.841111111),"['حنية, الحنيه', 'الحنية']",
Q3931808,Point(20.3406 32.0717),['الرجمة'],
Q3641938,Point(23.0733 32.4458),['البمبة'],
Q5509402,Point(14.2661 25.9328),['فنقل'],
Q4703825,Point(13.2331 26.55),['الفجيج'],
Q4907475,Point(21.5097 32.6906),['بالحديد'],
Q1474013,Point(12.9833 31.4333),"['شعبيه مزده, مزدة', 'شعبية مزدة']",
Q5262560,Point(20.308888888 32.347222222),['دريانة'],
Q679352,Point(16.1436 29.1611),"['ودان  ليبيا, ودان مدينة ليبية, ودانمدينة ليبية', 'ودان']",
Q4703883,Point(21.4848 32.5729),['الجهاد'],
Q390494,Point(20.7036 32.5014),['فرزوغة'],
Q6398930,Point(21.783333333 32.55),['الخضراء'],
Q1544730,Point(12.5 32.75),"['شعبية صبراتة و صرمان, شعبيه صبراته وصرمان, صبراتة و صرمان, محافظة صبراتة وصرمان', 'شعبية صبراتة وصرمان']",
Q6482057,Point(22.1431 32.7789),"['مدينة لملوده', 'لملودة']",
Q27491942,Point(13.369444444 32.239722222),['عين وف'],
Q30970456,Point(36.78056 32.76389),['العجيلات'],
Q12193699,Point(25.01694444 31.91055556),['الملاحة'],
Q24038765,Point(11.9873 32.8872),['رقدالين'],
Q7267038,Point(15.2058 32.3583),"['المنطقة الحرة بمصراته, ميناء مصراتة, ميناء مصراته', 'ميناء قصر احمد']",
Q9138612,Point(11.73666667 33.07388889),"['ابي كماش, ابى كماش, ابي كماش', 'ابو كماش']",
Q8072924,Point(14.1667 25.9),['جيزاو'],
Q12203253,Point(14.61666667 27.21666667),['تمنهنت'],
Q11131624,Point(21.7875 32.5258),['جردس جراري'],
Q7972675,Point(21.6917 32.7973),"['وسيطة', 'الوسيطة']",
Q12189168,Point(14.260555 29.982279),['الشويرف'],
Q6751905,Point(21.85 32.833333333),['المنصورة'],
Q7672881,Point(21.533333333 32.2),"['وادي سمالوس', 'زاوية النيان']",
Q7267220,Point(22.0217 32.7256),['القيقب'],
Q7265710,Point(20.0542 30.1506),['قبر ام الهيشة'],
Q12217965,Point(10.60238 31.02604),['سيناون'],
Q12216829,Point(14.884231 27.27541),['سمنو'],
Q7429357,Point(21.58 32.7242),"['سيدي عبدالواحد', 'سيدي عبد الواحد']",
Q18474987,Point(11.730841666 32.005945),['الجوش'],
Q20393710,Point(11.66085 31.99443),['الجوش'],
Q7267915,Point(21.906111111 32.73),['قرنادة'],
Q106510093,Point(20.169166666 32.201666666),['الكويفية'],
Q10289391,Point(14.27264 26.438827),"['غدوه', 'غدوة']",
Q7267039,Point(21.4 32.6333),"['ثيودورياس, متحف قصر ليبيا', 'قصر ليبيا']",
Q12232653,Point(15.0333 32.35),['قرية الغيران'],
Q12190803,Point(21.9075 32.690555555),"['فائدية', 'الفائدية']",
Q12061478,Point(21.404166666 32.483055555),['مراوة'],
Q7832625,Point(14.4206 25.9233),['تراغن'],
Q20419942,Point(21.01666667 31.58333333),['زاوية مسوس'],
Q597189,Point(11.5663 33.1481),"['راس اجدير', 'راس جدير']",
Q9143845,Point(11.6333 32.8333),['العسة'],
Q12232642,Point(23.128035 24.03094),['قرية الطلاب'],
Q7672906,Point(13.3044 30.4331),['طبقة'],
Q27491877,Point(11.9573 32.00771),['عين العوينية'],
Q8067500,Point(21.6 32.833333333),['زاوية العرقوب'],
Q7673954,Point(21.126666666 32.480277777),['تاكنس'],
Q7267198,Point(14.1 25.9333),['قاوت'],
Q7969108,Point(21.7943 32.7918),['وردامة'],
Q7541322,Point(21.715833333 32.590277777),"['اسلنطة, اسلنطة, سلنطة', 'اسلنطة']",
Q27491168,Point(23.16861 24.30725),['الهواري'],
Q7266487,Point(21.575833333 32.537777777),['قندولة'],
Q12186709,Point(21.6286 32.9144),"['الحمامه, حمامه, منطقه الحمامه', 'الحمامة']",
Q106133589,Point(17.22221 30.91621),['بيربئر الصبحية'],
Q106022809,Point(13.202606666 26.557093333),['طويوة'],
Q106131252,Point(17.21309 30.84295),['بيربئر القرينة'],
Q106155444,Point(17.55275 30.99775),['ابيار ابو سعدة'],
Q106157194,Point(20.12375 30.53016),['بيربئر طنوبية'],
Q106154751,Point(19.493911666 30.34094),['تينيوديري'],
Q106159730,Point(20.17973 31.39248),['بيربئر قصير التراب'],
Q106281883,Point(14.988055555 32.384444444),['زاوية المحجوب'],
Q105995007,Point(13.36667 26.53333),['القرايا'],
Q106134080,Point(17.13722 31.08266),['بيربئر الشكشكية'],
Q106129141,Point(17.43139 31.04806),['ابيار الاصيلة'],
Q106130147,Point(15.85277 31.27726),['بئربير العماري'],
Q106156832,Point(16.5 30.5),['ام القبور'],
Q106298507,Point(13.1 32.127222222),['الصالحات'],
Q106130960,Point(16.62534 30.93549),['بيربئر النقدية'],
Q105992392,Point(13.22125 26.54668),['الخاريق'],
Q106180941,Point(13.85 32.783333333),['مرسى الجزيرة'],
Q105988538,Point(24.203815 31.99479),['القارة'],
Q106409607,Point(22.283333333 32.866666666),['الزهراء'],
Q105992894,Point(13.66667 26.63333),['قصر بنت بيه'],
Q106018841,Point(13.63333 26.6),['التناهمة'],
Q106417982,Point(23.135555555 32.406666666),['قصور البومباه'],
Q106510238,Point(22.2 32.883333333),['الفجر'],
Q106484466,Point(20.745713333 32.498113333),['بو قصير'],
Q104805143,Point(22.385993333 32.74886),['عين المرح'],
Q104904320,Point(19.67667 30.33389),['بئربير الجن'],
Q104886723,Point(22.41211 32.26389),['قصر مدينة بو هندي'],
Q106407158,Point(20.166666666 32.216666666),['عين الزيانة'],
Q104658979,Point(12.86667 32.03333),['الاصابعة'],
Q106509930,Point(21.987938333 32.698926666),['البلقاس'],
Q104775903,Point(20.61246 32.42314),['الحمادة'],
Q106417914,Point(22.293333333 32.813611111),['زاوية الحبيب'],
Q104885473,Point(20.968911666 32.441548333),['زاوية القصور'],
Q106421725,Point(22.16104 32.845861666),['الزواني'],
Q104884339,Point(21.631788333 32.919181666),['زاوية الحمامة'],
Q106486026,Point(23.0575 32.336388888),['التميمي'],
Q106494849,Point(23.480555555 32.1375),['القرضابه'],
Q106496149,Point(14.438055555 32.522777777),['كعام'],
Q106506675,Point(17.144001666 31.072105),['الخيل'],
Q104713297,Point(20.568766666 32.536991666),['الحمامات البيزنطية'],
Q162413,Point(16.6 31.2),['سرت'],
Q109781733,Point(24.134444444 31.828611111),"['Sayyidī Rizq', 'سيدي رزق']",
Q105973249,Point(9.497 30.132),['مدينة غدامس القديمة'],
Q109782984,Point(23.832777777 31.607222222),"['Bi’r Bayyūd', 'بئر بيود']",
Q3818705,Point(10.9855 31.868),"['قصر لالوت', 'قصر نالوت']",
Q104713311,Point(20.569118333 32.537275),['السور الشرقي – جنوب البوابة الشرقية'],
Q870475,Point(44.834166666 35.533333333),['جمجمال'],
Q842407,Point(47.929444444 30.034166666),"['ام القصر, ام قصر, ناحية ام قصر', 'ام قصر']",
Q694939,Point(44.924722222 31.989166666),"['الديوانية', 'الديوانية']",
Q132754,Point(44.009444444 36.191111111),"['اربیل, اربل, اربيل, هولير, ھةولیر, ھەولیر', 'اربيل']",
Q2350519,Point(46.043333333 32.174166666),['الحي'],
Q4117860,Point(44.15 33.19),['حي العدل'],
Q5297374,Point(44.391944444 33.251388888),"['الدوره بغداد, حي الدورة', 'الدورة']",
