,index,value_counts
1881,لدة,1
1880,خبزة,1
1879,سوق اللبن,1
1878,بلانا,1
1877,باب الصاغة,1
1876,جبل زرهون,1
1875,لخيبر,1
1874,العباسة,1
1873,قاسم,1
1872,عكا,1
1871,لببا,1
1870,بالاقباعي,1
1869,الإسطنبولي,1
1868,حشمة,1
1867,لنلزهة,1
1866,والايتمشية,1
1865,بالرسلانية,1
1864,رسا,1
1863,البؤس,1
1892,شكال,1
1894,تربة الناصر,1
1926,جلجولية,1
1895,سمان,1
1924,بخانقيا,1
1923,أرض الطبالة,1
1922,الحبك,1
1921,يأنس,1
1920,رمد,1
1919,أريحا,1
1918,الخلف,1
1917,والخليف,1
1916,دولة,1
1915,منية القائد,1
1914,ظاهريه العباسية,1
1913,بجماعيل,1
1912,ببرنكيم,1
1911,سنكلوم,1
1910,الصين,1
1909,والزيرك,1
1908,الدكناء,1
1907,اتادارية,1
1906,إسناد,1
1905,دير الطين,1
1904,بكجور,1
1903,الحسامية,1
1902,بحارة زويلة,1
1901,الحارة,1
1900,انلغد,1
1899,رباطه,1
1898,البحر الملج,1
1897,بعشما,1
1896,تتا,1
1862,تربة الدوادار,1
1861,بيت قراجا,1
1860,صاوبولي,1
1859,أسره,1
1826,القباني,1
1825,الابلستين,1
1824,كمسامح,1
1823,بحاء,1
1822,وقطز,1
1821,والقرا س+ نقريه,1
1820,والبيرسية,1
1819,وتمراز,1
1818,بتمربغا,1
1817,اليانسية,1
1816,تربة السلطان,1
1815,الرحبية,1
1814,أبا القسم,1
1813,المراغة,1
1812,أشي,1
1811,بقجماس,1
1810,بالعباسة,1
1809,ديسط,1
1808,وديسط,1
1807,بالدماتر,1
1806,العواجي,1
1805,شهامة,1
1804,الحناوي,1
1803,الكيزاني,1
1802,الدقماقية,1
1801,السعودية,1
1800,المغازلي,1
1799,بالسنيبلة,1
1798,بيعقوبا,1
1827,خان الظاهر,1
1828,غزال,1
1829,الأزرق,1
1845,البريج,1
1858,اصطنبول,1
1857,أولاد تمر,1
1856,محضر,1
1855,قجا,1
1854,بالبحمون,1
1853,مؤمن,1
1852,نرستك,1
1851,بخواجا جهان,1
1850,اكجرات,1
1849,الشابانية,1
1848,اشموم جريس,1
1847,أم الصالح,1
1846,برصافا,1
1844,باب أجياد,1
1830,فحل,1
1843,الشرفة,1
1842,الازهرللتقسيم,1
1841,ابن الغزولي,1
1840,العلاء,1
1839,بخنج,1
1838,شراز,1
1837,افلوري,1
1836,وادي منى,1
1835,لصق,1
1834,درب الحجر,1
1833,شنكان,1
1832,بزيلع,1
1831,المنصور,1
1925,باب القوس,1
1927,المملكة الحلبية,1
1535,الكوم الأبيض,1
2024,الفلس,1
2022,بالدملوه,1
2021,بفلاميا,1
2020,زنبيل,1
2019,المحالب,1
2018,باب سر الصالحية,1
2017,ك+ أريحا,1
2016,ابشيه,1
2015,وخازندار,1
2014,طاز,1
2013,لحجوبية,1
2012,أصلان,1
2011,اسنبغا,1
2010,تبريزيا,1
2009,الطولوني,1
2008,بكردنكس,1
2007,واخميم,1
2006,س+ يوط,1
2005,اليونسية,1
2004,الدجاجين,1
2003,أبويه,1
2002,بنى الجيعان,1
2001,الرومي,1
2000,تركمانيا,1
1999,الشغر,1
1998,الشربخاناه,1
1997,بالبارزية,1
1996,القرويين,1
1995,بحبراض,1
1994,وبالزمامية,1
2023,بالسيوفية,1
2025,الساهرة,1
1928,والجردكية,1
2026,تربة الرأس,1
2055,أبي قبيس,1
2054,بالبهنساوية,1
2053,بردبك التاجي,1
2052,بجمقدارا,1
2051,بالخازندار,1
2050,قلا,1
2049,البهنسية,1
2048,الوجه القبلي,1
2047,كعب الاحبار,1
2046,سبط الشنشي,1
2045,الشويكة,1
2044,المرقبي,1
2043,السلحدار,1
2042,فولاد,1
2041,البهائم,1
2040,أنس سبيل,1
2039,برقوقا,1
2038,الدويدارية,1
2037,وخازنداريته,1
2036,قلعة الرها,1
2035,بمشدالة,1
2034,الحوباني,1
2033,مريوط,1
2032,خرائب عنتر,1
2031,الزبدانية,1
2030,طبلخناه,1
2029,رشوم,1
2028,إسحاق,1
2027,الإهداء,1
1993,بيبرس,1
1992,المراغي,1
1991,البهاليل,1
1990,قسطنطينة,1
1957,وبهتيت,1
1956,شبا,1
1955,ك+ المنية,1
1954,والرحبية,1
1953,والشاطبية,1
1952,الحرمين المحيوي,1
1951,الدمارة,1
1950,وابيار,1
1949,النويريين,1
1948,الدرب,1
1947,الرقاقية,1
1946,تأسف,1
1945,القصاعين,1
1944,الجبلين,1
1943,بباعونة,1
1942,قبة,1
1941,بمشامش,1
1940,ججا,1
1939,مكة أدرك,1
1938,بلار,1
1937,نجد,1
1936,البلالي,1
1935,رديني,1
1934,منية بدر,1
1933,تغري,1
1932,سمعان,1
1931,قيلان,1
1930,بنقاوس,1
1929,الخانكي,1
1958,باصفون,1
1959,الإبانة,1
1960,هامات,1
1976,اليسع,1
1989,بالخازندارية,1
1988,وبالسكندري,1
1987,ناب,1
1986,بل,1
1985,بزنورة,1
1984,بصوينة,1
1983,لصوينة,1
1982,ججة,1
1981,الفاضلية,1
1980,كفر دمرداش,1
1979,شنويه,1
1978,المدينة البيضاء,1
1977,الوسواس,1
1975,قنطرة طقزدمر,1
1961,اش,1
1974,بالرازي,1
1973,الأرفية,1
1972,ك+ دمياط,1
1971,دهشور,1
1970,باللوق,1
1969,وبرنشت,1
1968,تأليفي,1
1967,زريق,1
1966,مئزر,1
1965,بتمرلنك,1
1964,ليال,1
1963,الشمس المالقي,1
1962,الكعكيبن,1
1797,روذبار,1
1796,فلوس,1
1795,باب الفرادسي,1
1632,وجرجان,1
1630,الجاجرمي,1
1629,لتلعفر,1
1628,لبونة,1
1627,والبهنسا,1
1626,الغراقي,1
1625,البهنسي,1
1624,بلينه,1
1623,لبلاطنس,1
1622,بطرا,1
1621,سوط واو,1
1620,البرلسي,1
1619,البرشاني,1
1618,لبرزلة,1
1617,البندراوي,1
1616,يلباي,1
1615,الغزنوي,1
1614,وهرمز,1
1613,الجركسية,1
1612,بني ثقبه,1
1611,العبادلة,1
1610,الزرزر,1
1609,روح,1
1608,زركش,1
1607,دمر,1
1606,ولده,1
1605,جمادى,1
1604,البدرشين,1
1603,المكاري,1
1602,جاركس,1
1631,جاجرم,1
1633,لجزولة,1
1794,بدمش,1
1634,لبردين,1
1663,لسوها,1
1662,السوهائي,1
1661,السوبيني,1
1660,لسوبين,1
1659,السدرسي,1
1658,دير زينون,1
1657,البئر,1
1656,الزراتيتي,1
1655,لجلجوليا,1
1654,الجلجولي,1
1653,جعبر,1
1652,لبارنبار,1
1651,البارنباري,1
1650,الباحسيتي,1
1649,تركية,1
1648,جيزة,1
1647,الانبابي,1
1646,لانبابة,1
1645,الاقفاصي,1
1644,السين,1
1643,الباخرزي,1
1642,لارميون,1
1641,بحر الشام,1
1640,لادكو,1
1639,أباد,1
1638,لابوصير,1
1637,طنبدي,1
1636,البجائي,1
1635,لبجاية,1
1601,بنى,1
1600,دار الطعم,1
1599,تربة الزمام,1
1598,الزنيية,1
1565,القليبي,1
1564,القسنطيني,1
1563,القرطبي,1
1562,بني الكويز,1
1561,الأجر,1
1560,الكفيري,1
1559,أبين,1
1558,بالخواصين,1
1557,مازونة,1
1556,القلفاط,1
1555,عربشاه,1
1554,نطوبس,1
1553,القائد,1
1551,البالسي,1
1550,الوسطاني,1
1549,بنو,1
1548,ردأن,1
1547,بالقابسي,1
1546,سخاوسنهور,1
1545,بني خصيب,1
1544,بالمنهلي,1
1543,مكة المشرفة,1
1542,القدسي,1
1541,المحرقة,1
1540,النفيائي,1
1539,يورسا,1
1538,برياط السدرة,1
1537,والانبابي,1
1536,بالخانقاة,1
1566,بني سلسيل,1
1567,القوصي,1
1568,لقوص,1
1584,بالحريرين,1
1597,مشهد صالح,1
1596,الابيار,1
1595,ببسق,1
1594,بيبي,1
1593,العبلا,1
1592,بالمليسا,1
1591,مآرب,1
1590,المحرقى,1
1589,باللاطنقشية,1
1588,المرداني,1
1587,آدم,1
1586,بالبقاعى,1
1585,البروجردى,1
1583,الكافروي,1
1569,لقويسنة,1
1582,النفاس,1
1581,سيدي عقبة,1
1580,الحلاوية,1
1579,الجناير,1
1578,الدماصي,1
1577,حنتم,1
1576,القليوبي,1
1575,الكفري,1
1574,لكرمان,1
1573,لكازرون,1
1572,الكازروني,1
1571,لقيسارية,1
1570,القيسراني,1
1664,الشارمساحي,1
1665,حيص,1
1666,شرجه,1
1731,عين ثرمان,1
1761,العمدة,1
1760,شيشين,1
1759,البشتكية,1
1758,نكد,1
1757,التلواني,1
1756,الركسنية,1
1755,بالقبانة,1
1754,المنار,1
1753,الكنز,1
1752,أفرش,1
1751,بشقان,1
1750,العافية,1
1749,ضم المهملة,1
1748,الغراقة,1
1747,بالخشابين,1
1746,النويري,1
1745,ونويرة,1
1744,أديار,1
1743,بنيزيز,1
1742,همزة ممالة,1
1741,شبنكالة,1
1740,القضاء,1
1739,لاصبهان,1
1738,باب الجديد,1
1737,بالخيف,1
1736,السنقورية,1
1735,هاء,1
1734,لسوهاء,1
1733,بالاسنوي,1
1762,لصنندفا,1
1763,المملكة المصرية,1
1764,الماغوصة,1
1780,بالتبانية,1
1793,بني الخابوري,1
1792,بني النصيبي,1
1791,الواو,1
1790,تحت جبل,1
1789,درسه,1
1788,ببحرق,1
1787,بروسا,1
1786,سيدي حبيب,1
1785,للمحمودية,1
1784,بنواج,1
1783,ببزوك,1
1782,أرقطاي,1
1781,الكركي,1
1779,القولنج,1
1765,عرفان,1
1778,بشيشين الكوم,1
1777,ابن زهرة,1
1776,العين الزرقاء,1
1775,تربته,1
1774,سمندره,1
1773,بازان,1
1772,القرطبية,1
1771,للكاملية,1
1770,عجيسة,1
1769,الذراع,1
1768,الزهومة,1
1767,أم القرى,1
1766,آليان,1
1732,خربة روحاء,1
1730,وقتابل,1
1667,لطبلاوة,1
1729,طبيبة,1
1696,ازلان,1
1695,املحلة,1
1694,ترب الأشرف,1
1693,بونه,1
1692,سقاقس,1
1691,وسكندرية,1
1690,ذيبي,1
1689,الذيبة,1
1688,الذيبي,1
1687,سربام,1
1686,الدواني,1
1685,الدواخلي,1
1684,لدهمرو,1
1683,سالم,1
1682,الدفريين,1
1681,الدفري,1
1680,فتح,1
1679,خجند,1
1678,الحصكفي,1
1677,الحبيشي,1
1676,الجناجي,1
1675,وذيبة,1
1674,بيت بني الجيعان,1
1673,للزبيرية,1
1672,زراتيت,1
1671,العينوسي,1
1670,العيزري,1
1669,العيزرية,1
1668,لطلخا,1
1697,صر,1
1698,لغنجار,1
1699,لعبك,1
1715,السلسلة,1
1728,أبي زويلة,1
1727,الشريفة,1
1726,القانبيهية,1
1725,وطنتدا,1
1724,الإيوان,1
1723,أملاق زائد,1
1722,بالاتابكية,1
1721,بيدمر,1
1720,بالزواية,1
1719,وبالبيبرسية,1
1718,الحسكة,1
1717,بيت وجاهة,1
1716,الجردكية,1
1714,طبية,1
1700,بالازهروحضر,1
1713,بقنيطرة,1
1712,بربره,1
1711,بني العجمي,1
1710,ألدكن,1
1709,بالنابتية,1
1708,الروضة النبوية,1
1707,الخانقاة,1
1706,دمش,1
1705,ازدمر,1
1704,رمان,1
1703,بالخانقان,1
1702,الحسام,1
1701,شبري النخلة,1
3104,فاطمة,1
